run_id,N_params_B,D_tokens_B,C_FLOPs_1e21,steps,batch_tokens_M,lr,wd,precision,gpu_days,step_time_ms,train_loss,val_loss,ppl,grad_norm_avg,raw_pred,residual_observed_minus_predicted
cerebras_0.256B,0.256,702,1.078959,49000,14.3,0.0006,0.1,bf16,,,3.6279,3.6151,37.15,,2.450458484,1.164641516
cerebras_0.256B,0.256,717,1.100979,50000,14.3,0.0006,0.1,bf16,,,3.6382,3.6191,37.3,,2.449289682,1.169810318
cerebras_0.256B,0.256,731,1.122999,51000,14.3,0.0006,0.1,bf16,,,3.6174,3.6045,36.76,,2.448226693,1.156273307
cerebras_0.256B,0.256,745,1.145018,52000,14.3,0.0006,0.1,bf16,,,3.6309,3.6023,36.68,,2.447189446,1.155110554
cerebras_0.256B,0.256,760,1.167038,53000,14.3,0.0006,0.1,bf16,,,3.6193,3.5921,36.31,,2.446105439,1.145994561
cerebras_0.256B,0.256,774,1.189057,54000,14.3,0.0006,0.1,bf16,,,3.6321,3.5851,36.06,,2.445118122,1.139981878
cerebras_0.256B,0.256,788,1.211077,55000,14.3,0.0006,0.1,bf16,,,3.6195,3.5854,36.07,,2.444153401,1.141246599
cerebras_0.256B,0.256,803,1.233097,56000,14.3,0.0006,0.1,bf16,,,3.5675,3.5539,34.95,,2.443143818,1.110756182
cerebras_0.256B,0.256,817,1.255116,57000,14.3,0.0006,0.1,bf16,,,3.5751,3.5631,35.27,,2.442223082,1.120876918
cerebras_0.256B,0.256,831,1.277136,58000,14.3,0.0006,0.1,bf16,,,3.5521,3.5356,34.31,,2.441322321,1.094277679
cerebras_0.256B,0.256,846,1.299155,59000,14.3,0.0006,0.1,bf16,,,3.5941,3.5695,35.5,,2.440378525,1.129121475
cerebras_0.256B,0.256,860,1.321175,60000,14.3,0.0006,0.1,bf16,,,3.5822,3.5519,34.88,,2.439516773,1.112383227
cerebras_0.256B,0.256,874,1.343194,61000,14.3,0.0006,0.1,bf16,,,3.5698,3.5381,34.4,,2.438672791,1.099427209
cerebras_0.256B,0.256,889,1.365214,62000,14.3,0.0006,0.1,bf16,,,3.5624,3.5355,34.31,,2.437787516,1.097712484
cerebras_0.256B,0.256,903,1.387234,63000,14.3,0.0006,0.1,bf16,,,3.539,3.5182,33.72,,2.436978337,1.081221663
cerebras_0.256B,0.256,917,1.409253,64000,14.3,0.0006,0.1,bf16,,,3.5401,3.5273,34.03,,2.436185059,1.091114941
cerebras_0.256B,0.256,932,1.431273,65000,14.3,0.0006,0.1,bf16,,,3.5102,3.5062,33.32,,2.435352138,1.070847862
cerebras_0.256B,0.256,946,1.453292,66000,14.3,0.0006,0.1,bf16,,,3.5389,3.5165,33.67,,2.434590081,1.081909919
cerebras_0.256B,0.256,960,1.475312,67000,14.3,0.0006,0.1,bf16,,,3.5421,3.5163,33.66,,2.433842323,1.082457677
cerebras_0.256B,0.256,975,1.497331,68000,14.3,0.0006,0.1,bf16,,,3.5454,3.5221,33.86,,2.433056486,1.089043514
cerebras_0.256B,0.256,989,1.519351,69000,14.3,0.0006,0.1,bf16,,,3.5293,3.5056,33.3,,2.432336874,1.073263126
cerebras_0.256B,0.256,1003,1.541371,70000,14.3,0.0006,0.1,bf16,,,3.5086,3.4931,32.89,,2.431630183,1.061469817
cerebras_0.256B,0.256,1018,1.56339,71000,14.3,0.0006,0.1,bf16,,,3.5141,3.4933,32.89,,2.43088689,1.06241311
cerebras_0.256B,0.256,1032,1.58541,72000,14.3,0.0006,0.1,bf16,,,3.4929,3.4711,32.17,,2.430205688,1.040894312
cerebras_0.256B,0.256,1047,1.607429,73000,14.3,0.0006,0.1,bf16,,,3.4879,3.4659,32.01,,2.429488831,1.036411169
cerebras_0.256B,0.256,1061,1.629449,74000,14.3,0.0006,0.1,bf16,,,3.5112,3.4839,32.59,,2.428831525,1.055068475
cerebras_0.256B,0.256,1075,1.651469,75000,14.3,0.0006,0.1,bf16,,,3.4593,3.4539,31.62,,2.428185228,1.025714772
cerebras_0.256B,0.256,1090,1.673488,76000,14.3,0.0006,0.1,bf16,,,3.4545,3.4381,31.13,,2.427504613,1.010595387
cerebras_0.256B,0.256,1104,1.695508,77000,14.3,0.0006,0.1,bf16,,,3.4602,3.4586,31.77,,2.426880102,1.031719898
cerebras_0.256B,0.256,1118,1.717527,78000,14.3,0.0006,0.1,bf16,,,3.4501,3.4478,31.43,,2.426265645,1.021534355
cerebras_0.256B,0.256,1133,1.739547,79000,14.3,0.0006,0.1,bf16,,,3.475,3.4434,31.29,,2.425618133,1.017781867
cerebras_0.256B,0.256,1147,1.761566,80000,14.3,0.0006,0.1,bf16,,,3.4834,3.4474,31.42,,2.425023611,1.022376389
cerebras_0.256B,0.256,1161,1.783586,81000,14.3,0.0006,0.1,bf16,,,3.4643,3.4489,31.47,,2.424438305,1.024461695
cerebras_0.256B,0.256,1176,1.805606,82000,14.3,0.0006,0.1,bf16,,,3.4828,3.454,31.63,,2.423821132,1.030178868
cerebras_0.256B,0.256,1190,1.827625,83000,14.3,0.0006,0.1,bf16,,,3.4324,3.416,30.45,,2.423254127,0.9927458734
cerebras_0.256B,0.256,1204,1.849645,84000,14.3,0.0006,0.1,bf16,,,3.4399,3.4221,30.63,,2.422695595,0.9994044047
cerebras_0.256B,0.256,1219,1.871664,85000,14.3,0.0006,0.1,bf16,,,3.4604,3.4291,30.85,,2.422106319,1.006993681
cerebras_0.256B,0.256,1233,1.893684,86000,14.3,0.0006,0.1,bf16,,,3.4418,3.4248,30.72,,2.421564641,1.003235359
cerebras_0.256B,0.256,1247,1.915703,87000,14.3,0.0006,0.1,bf16,,,3.4445,3.4275,30.8,,2.421030778,1.006469222
cerebras_0.256B,0.256,1262,1.937723,88000,14.3,0.0006,0.1,bf16,,,3.439,3.4211,30.6,,2.42046723,1.00063277
cerebras_0.256B,0.256,1276,1.959743,89000,14.3,0.0006,0.1,bf16,,,3.4447,3.4238,30.69,,2.419948932,1.003851068
cerebras_0.256B,0.256,1290,1.981762,90000,14.3,0.0006,0.1,bf16,,,3.409,3.4016,30.01,,2.419437861,0.9821621387
cerebras_0.256B,0.256,1305,2.003782,91000,14.3,0.0006,0.1,bf16,,,3.4201,3.405,30.11,,2.418898105,0.9861018953
cerebras_0.256B,0.256,1319,2.025801,92000,14.3,0.0006,0.1,bf16,,,3.4404,3.4141,30.39,,2.418401448,0.9956985521
cerebras_0.256B,0.256,1333,2.047821,93000,14.3,0.0006,0.1,bf16,,,3.4163,3.3994,29.95,,2.417911493,0.9814885074
cerebras_0.256B,0.256,1348,2.069841,94000,14.3,0.0006,0.1,bf16,,,3.4097,3.3995,29.95,,2.417393796,0.9821062038
cerebras_0.256B,0.256,1362,2.09186,95000,14.3,0.0006,0.1,bf16,,,3.377,3.3695,29.06,,2.416917222,0.9525827782
cerebras_0.256B,0.256,1376,2.11388,96000,14.3,0.0006,0.1,bf16,,,3.4287,3.3874,29.59,,2.416446876,0.9709531237
cerebras_0.256B,0.256,1391,2.135899,97000,14.3,0.0006,0.1,bf16,,,3.4159,3.3943,29.79,,2.415949684,0.9783503163
cerebras_0.256B,0.256,1405,2.157919,98000,14.3,0.0006,0.1,bf16,,,3.3943,3.3771,29.29,,2.41549179,0.9616082105
cerebras_0.256B,0.256,1419,2.179938,99000,14.3,0.0006,0.1,bf16,,,3.3944,3.3765,29.27,,2.415039698,0.961460302
cerebras_0.256B,0.256,1434,2.201958,100000,14.3,0.0006,0.1,bf16,,,3.3912,3.3878,29.6,,2.414561606,0.9732383938
cerebras_0.256B,0.256,1448,2.223978,101000,14.3,0.0006,0.1,bf16,,,3.3979,3.3819,29.43,,2.414121127,0.9677788733
cerebras_0.256B,0.256,1462,2.245997,102000,14.3,0.0006,0.1,bf16,,,3.369,3.3554,28.66,,2.413686064,0.9417139356
cerebras_0.256B,0.256,1477,2.268017,103000,14.3,0.0006,0.1,bf16,,,3.3965,3.3631,28.88,,2.413225804,0.9498741957
cerebras_0.256B,0.256,1491,2.290036,104000,14.3,0.0006,0.1,bf16,,,3.3894,3.3544,28.63,,2.412801594,0.9415984063
cerebras_0.256B,0.256,1505,2.312056,105000,14.3,0.0006,0.1,bf16,,,3.3869,3.3525,28.57,,2.412382451,0.9401175493
cerebras_0.256B,0.256,1520,2.334076,106000,14.3,0.0006,0.1,bf16,,,3.3954,3.3526,28.58,,2.411938871,0.9406611288
cerebras_0.256B,0.256,1534,2.356095,107000,14.3,0.0006,0.1,bf16,,,3.3786,3.361,28.82,,2.411529889,0.9494701108
cerebras_0.256B,0.256,1548,2.378115,108000,14.3,0.0006,0.1,bf16,,,3.3891,3.3674,29,,2.411125657,0.9562743433
cerebras_0.256B,0.256,1563,2.400134,109000,14.3,0.0006,0.1,bf16,,,3.3525,3.3355,28.09,,2.41069771,0.9248022895
cerebras_0.256B,0.256,1577,2.422154,110000,14.3,0.0006,0.1,bf16,,,3.3381,3.3305,27.95,,2.41030301,0.9201969901
cerebras_0.256B,0.256,1591,2.444173,111000,14.3,0.0006,0.1,bf16,,,3.3737,3.3512,28.54,,2.409912769,0.9412872314
cerebras_0.256B,0.256,1606,2.466193,112000,14.3,0.0006,0.1,bf16,,,3.3556,3.3308,27.96,,2.409499501,0.9213004994
cerebras_0.256B,0.256,1620,2.488213,113000,14.3,0.0006,0.1,bf16,,,3.3511,3.3283,27.89,,2.409118217,0.9191817834
cerebras_0.256B,0.256,1634,2.510232,114000,14.3,0.0006,0.1,bf16,,,3.3653,3.3361,28.11,,2.408741127,0.9273588734
cerebras_0.256B,0.256,1649,2.532252,115000,14.3,0.0006,0.1,bf16,,,3.3298,3.3048,27.24,,2.408341663,0.8964583366
cerebras_0.256B,0.256,1663,2.554271,116000,14.3,0.0006,0.1,bf16,,,3.3759,3.3424,28.29,,2.407973005,0.9344269954
cerebras_0.256B,0.256,1677,2.576291,117000,14.3,0.0006,0.1,bf16,,,3.3543,3.3341,28.05,,2.407608297,0.9264917032
cerebras_0.256B,0.256,1692,2.59831,118000,14.3,0.0006,0.1,bf16,,,3.3223,3.322,27.72,,2.407221838,0.9147781622
cerebras_0.256B,0.256,1706,2.62033,119000,14.3,0.0006,0.1,bf16,,,3.3292,3.3125,27.46,,2.406865078,0.9056349216
cerebras_0.256B,0.256,1720,2.64235,120000,14.3,0.0006,0.1,bf16,,,3.3057,3.3037,27.21,,2.406512047,0.8971879534
cerebras_0.256B,0.256,1735,2.664369,121000,14.3,0.0006,0.1,bf16,,,3.3119,3.3082,27.34,,2.406137856,0.9020621436
cerebras_0.256B,0.256,1749,2.686389,122000,14.3,0.0006,0.1,bf16,,,3.3155,3.3115,27.43,,2.405792329,0.905707671
cerebras_0.256B,0.256,1763,2.708408,123000,14.3,0.0006,0.1,bf16,,,3.3261,3.3132,27.47,,2.405450324,0.9077496765
cerebras_0.256B,0.256,1778,2.730428,124000,14.3,0.0006,0.1,bf16,,,3.3166,3.2992,27.09,,2.405087725,0.8941122748
cerebras_0.256B,0.256,1792,2.752448,125000,14.3,0.0006,0.1,bf16,,,3.3229,3.3009,27.14,,2.404752815,0.8961471849
cerebras_0.256B,0.256,1806,2.774467,126000,14.3,0.0006,0.1,bf16,,,3.3192,3.3012,27.15,,2.404421237,0.8967787629
cerebras_0.256B,0.256,1821,2.796487,127000,14.3,0.0006,0.1,bf16,,,3.3079,3.2955,26.99,,2.404069606,0.8914303939
cerebras_0.256B,0.256,1835,2.818506,128000,14.3,0.0006,0.1,bf16,,,3.3176,3.3021,27.17,,2.403744746,0.8983552544
cerebras_0.256B,0.256,1849,2.840526,129000,14.3,0.0006,0.1,bf16,,,3.2907,3.2739,26.41,,2.403423042,0.870476958
cerebras_0.256B,0.256,1864,2.862545,130000,14.3,0.0006,0.1,bf16,,,3.319,3.2907,26.86,,2.403081801,0.887618199
cerebras_0.256B,0.256,1878,2.884565,131000,14.3,0.0006,0.1,bf16,,,3.3519,3.307,27.3,,2.402766465,0.9042335346
cerebras_0.256B,0.256,1892,2.906585,132000,14.3,0.0006,0.1,bf16,,,3.3117,3.2841,26.69,,2.402454124,0.8816458757
cerebras_0.256B,0.256,1907,2.928604,133000,14.3,0.0006,0.1,bf16,,,3.2968,3.295,26.98,,2.402122739,0.8928772612
cerebras_0.256B,0.256,1921,2.950624,134000,14.3,0.0006,0.1,bf16,,,3.2648,3.2658,26.2,,2.401816442,0.8639835583
cerebras_0.256B,0.256,1935,2.972643,135000,14.3,0.0006,0.1,bf16,,,3.2972,3.284,26.68,,2.401512988,0.8824870116
cerebras_0.256B,0.256,1950,2.994663,136000,14.3,0.0006,0.1,bf16,,,3.3096,3.2939,26.95,,2.401190963,0.8927090374
cerebras_0.256B,0.256,1964,3.016683,137000,14.3,0.0006,0.1,bf16,,,3.319,3.2928,26.92,,2.400893253,0.8919067473
cerebras_0.256B,0.256,1978,3.038702,138000,14.3,0.0006,0.1,bf16,,,3.2952,3.2982,27.06,,2.400598247,0.8976017534
cerebras_0.256B,0.256,1993,3.060722,139000,14.3,0.0006,0.1,bf16,,,3.3004,3.2843,26.69,,2.40028512,0.8840148803
cerebras_0.256B,0.256,2007,3.082741,140000,14.3,0.0006,0.1,bf16,,,3.3025,3.2764,26.48,,2.399995577,0.8764044227
cerebras_0.256B,0.256,2021,3.104761,141000,14.3,0.0006,0.1,bf16,,,3.2737,3.2644,26.16,,2.399708608,0.8646913916
cerebras_0.256B,0.256,2036,3.12678,142000,14.3,0.0006,0.1,bf16,,,3.3085,3.2838,26.68,,2.399403952,0.8843960484
cerebras_0.256B,0.256,2050,3.1488,143000,14.3,0.0006,0.1,bf16,,,3.3127,3.2779,26.52,,2.399122186,0.8787778141
cerebras_0.256B,0.256,2050,3.1488,144000,14.3,0.0006,0.1,bf16,,,3.3175,3.2937,26.94,,2.399122186,0.8945778141
cerebras_0.256B,0.256,2050,3.1488,145000,14.3,0.0006,0.1,bf16,,,3.2822,3.2596,26.04,,2.399122186,0.8604778141
cerebras_0.256B,0.256,2050,3.1488,146000,14.3,0.0006,0.1,bf16,,,3.2943,3.2787,26.54,,2.399122186,0.8795778141
cerebras_0.256B,0.256,2050,3.1488,147000,14.3,0.0006,0.1,bf16,,,3.2595,3.2598,26.04,,2.399122186,0.8606778141
cerebras_0.59B,0.59,14,0.050748,1000,14.3,0.0006,0.1,bf16,,,6.2062,6.1868,486.29,,2.705915014,3.480884986
cerebras_0.59B,0.59,29,0.101497,2000,14.3,0.0006,0.1,bf16,,,5.4861,5.4588,234.82,,2.596648254,2.862151746
cerebras_0.59B,0.59,43,0.152245,3000,14.3,0.0006,0.1,bf16,,,5.1325,5.1068,165.14,,2.546196575,2.560603425
cerebras_0.59B,0.59,57,0.202993,4000,14.3,0.0006,0.1,bf16,,,4.9491,4.9172,136.63,,2.513362216,2.403837784
cerebras_0.59B,0.59,72,0.253741,5000,14.3,0.0006,0.1,bf16,,,4.7306,4.7094,110.99,,2.488043212,2.221356788
cerebras_0.59B,0.59,86,0.30449,6000,14.3,0.0006,0.1,bf16,,,4.5936,4.5718,96.72,,2.469864691,2.101935309
cerebras_0.59B,0.59,100,0.355238,7000,14.3,0.0006,0.1,bf16,,,4.4819,4.4608,86.56,,2.455127757,2.005672243
cerebras_0.59B,0.59,115,0.405986,8000,14.3,0.0006,0.1,bf16,,,4.395,4.3643,78.6,,2.442015906,1.922284094
cerebras_0.59B,0.59,129,0.456734,9000,14.3,0.0006,0.1,bf16,,,4.351,4.3373,76.5,,2.431615848,1.905684152
cerebras_0.59B,0.59,143,0.507483,10000,14.3,0.0006,0.1,bf16,,,4.2447,4.236,69.13,,2.422568607,1.813431393
cerebras_0.59B,0.59,158,0.558231,11000,14.3,0.0006,0.1,bf16,,,4.227,4.2008,66.74,,2.414054626,1.786745374
cerebras_0.59B,0.59,172,0.608979,12000,14.3,0.0006,0.1,bf16,,,4.1543,4.1554,63.78,,2.406993126,1.748406874
cerebras_0.59B,0.59,186,0.659727,13000,14.3,0.0006,0.1,bf16,,,4.1336,4.1158,61.3,,2.400631449,1.715168551
cerebras_0.59B,0.59,201,0.710476,14000,14.3,0.0006,0.1,bf16,,,4.11,4.0707,58.6,,2.394462184,1.676237816
cerebras_0.59B,0.59,215,0.761224,15000,14.3,0.0006,0.1,bf16,,,4.0413,4.0159,55.47,,2.389213789,1.626686211
cerebras_0.59B,0.59,229,0.811972,16000,14.3,0.0006,0.1,bf16,,,3.9988,3.9816,53.6,,2.384385537,1.597214463
cerebras_0.59B,0.59,244,0.86272,17000,14.3,0.0006,0.1,bf16,,,3.9912,3.9734,53.17,,2.379614785,1.593785215
cerebras_0.59B,0.59,258,0.913469,18000,14.3,0.0006,0.1,bf16,,,3.9634,3.9364,51.24,,2.375489061,1.560910939
cerebras_0.59B,0.59,272,0.964217,19000,14.3,0.0006,0.1,bf16,,,3.9558,3.9147,50.14,,2.371640364,1.543059636
cerebras_0.59B,0.59,287,1.014965,20000,14.3,0.0006,0.1,bf16,,,3.9116,3.881,48.47,,2.367788505,1.513211495
cerebras_0.59B,0.59,301,1.065713,21000,14.3,0.0006,0.1,bf16,,,3.8955,3.8696,47.92,,2.364419034,1.505180966
cerebras_0.59B,0.59,315,1.116462,22000,14.3,0.0006,0.1,bf16,,,3.8511,3.8147,45.36,,2.361244403,1.453455597
cerebras_0.59B,0.59,330,1.16721,23000,14.3,0.0006,0.1,bf16,,,3.845,3.8084,45.08,,2.358037463,1.450362537
cerebras_0.59B,0.59,344,1.217958,24000,14.3,0.0006,0.1,bf16,,,3.7887,3.7529,42.65,,2.355208296,1.397691704
cerebras_0.59B,0.59,358,1.268706,25000,14.3,0.0006,0.1,bf16,,,3.7949,3.7741,43.56,,2.352522786,1.421577214
cerebras_0.59B,0.59,373,1.319455,26000,14.3,0.0006,0.1,bf16,,,3.7926,3.7599,42.95,,2.3497907,1.4101093
cerebras_0.59B,0.59,387,1.370203,27000,14.3,0.0006,0.1,bf16,,,3.7702,3.7409,42.14,,2.347364711,1.393535289
cerebras_0.59B,0.59,401,1.420951,28000,14.3,0.0006,0.1,bf16,,,3.7136,3.7052,40.66,,2.345048525,1.360151475
cerebras_0.59B,0.59,416,1.471699,29000,14.3,0.0006,0.1,bf16,,,3.7141,3.6802,39.65,,2.342679048,1.337520952
cerebras_0.59B,0.59,430,1.522448,30000,14.3,0.0006,0.1,bf16,,,3.696,3.6808,39.68,,2.340564157,1.340235843
cerebras_0.59B,0.59,444,1.573196,31000,14.3,0.0006,0.1,bf16,,,3.699,3.6708,39.28,,2.338535608,1.332264392
cerebras_0.59B,0.59,459,1.623944,32000,14.3,0.0006,0.1,bf16,,,3.6643,3.6435,38.22,,2.336451075,1.307048925
cerebras_0.59B,0.59,473,1.674692,33000,14.3,0.0006,0.1,bf16,,,3.6733,3.6593,38.84,,2.334582697,1.324717303
cerebras_0.59B,0.59,487,1.725441,34000,14.3,0.0006,0.1,bf16,,,3.6847,3.655,38.67,,2.332783791,1.322216209
cerebras_0.59B,0.59,502,1.776189,35000,14.3,0.0006,0.1,bf16,,,3.6395,3.6134,37.09,,2.33092841,1.28247159
cerebras_0.59B,0.59,516,1.826937,36000,14.3,0.0006,0.1,bf16,,,3.6272,3.606,36.82,,2.329259639,1.276740361
cerebras_0.59B,0.59,530,1.877685,37000,14.3,0.0006,0.1,bf16,,,3.611,3.5918,36.3,,2.327647834,1.264152166
cerebras_0.59B,0.59,545,1.928434,38000,14.3,0.0006,0.1,bf16,,,3.599,3.5857,36.08,,2.325980286,1.259719714
cerebras_0.59B,0.59,559,1.979182,39000,14.3,0.0006,0.1,bf16,,,3.6007,3.5691,35.49,,2.324476064,1.244623936
cerebras_0.59B,0.59,573,2.02993,40000,14.3,0.0006,0.1,bf16,,,3.6036,3.5612,35.21,,2.323019303,1.238180697
cerebras_0.59B,0.59,588,2.080678,41000,14.3,0.0006,0.1,bf16,,,3.5782,3.5612,35.21,,2.321508199,1.239691801
cerebras_0.59B,0.59,602,2.131427,42000,14.3,0.0006,0.1,bf16,,,3.5554,3.5417,34.52,,2.320141694,1.221558306
cerebras_0.59B,0.59,616,2.182175,43000,14.3,0.0006,0.1,bf16,,,3.5579,3.5382,34.4,,2.318815268,1.219384732
cerebras_0.59B,0.59,631,2.232923,44000,14.3,0.0006,0.1,bf16,,,3.5533,3.5235,33.9,,2.317436252,1.206063748
cerebras_0.59B,0.59,645,2.283671,45000,14.3,0.0006,0.1,bf16,,,3.5265,3.5094,33.43,,2.316186504,1.193213496
cerebras_0.59B,0.59,659,2.33442,46000,14.3,0.0006,0.1,bf16,,,3.5195,3.5001,33.12,,2.314971001,1.185128999
cerebras_0.59B,0.59,674,2.385168,47000,14.3,0.0006,0.1,bf16,,,3.518,3.4975,33.03,,2.31370482,1.18379518
cerebras_0.59B,0.59,688,2.435916,48000,14.3,0.0006,0.1,bf16,,,3.5313,3.4997,33.1,,2.312555172,1.187144828
cerebras_0.59B,0.59,702,2.486664,49000,14.3,0.0006,0.1,bf16,,,3.5042,3.4954,32.96,,2.311435082,1.183964918
cerebras_0.59B,0.59,717,2.537413,50000,14.3,0.0006,0.1,bf16,,,3.5004,3.4807,32.48,,2.31026628,1.17043372
cerebras_0.59B,0.59,731,2.588161,51000,14.3,0.0006,0.1,bf16,,,3.4747,3.4671,32.04,,2.309203292,1.157896708
cerebras_0.59B,0.59,745,2.638909,52000,14.3,0.0006,0.1,bf16,,,3.4867,3.4797,32.45,,2.308166045,1.171533955
cerebras_0.59B,0.59,760,2.689657,53000,14.3,0.0006,0.1,bf16,,,3.4746,3.4497,31.49,,2.307082038,1.142617962
cerebras_0.59B,0.59,774,2.740406,54000,14.3,0.0006,0.1,bf16,,,3.4595,3.4467,31.4,,2.30609472,1.14060528
cerebras_0.59B,0.59,788,2.791154,55000,14.3,0.0006,0.1,bf16,,,3.4838,3.4478,31.43,,2.305129999,1.142670001
cerebras_0.59B,0.59,803,2.841902,56000,14.3,0.0006,0.1,bf16,,,3.4497,3.4278,30.81,,2.304120417,1.123679583
cerebras_0.59B,0.59,817,2.89265,57000,14.3,0.0006,0.1,bf16,,,3.427,3.4083,30.21,,2.303199681,1.105100319
cerebras_0.59B,0.59,831,2.943399,58000,14.3,0.0006,0.1,bf16,,,3.4456,3.4244,30.7,,2.30229892,1.12210108
cerebras_0.59B,0.59,846,2.994147,59000,14.3,0.0006,0.1,bf16,,,3.4121,3.4009,29.99,,2.301355124,1.099544876
cerebras_0.59B,0.59,860,3.044895,60000,14.3,0.0006,0.1,bf16,,,3.4247,3.4062,30.15,,2.300493372,1.105706628
cerebras_0.59B,0.59,874,3.095643,61000,14.3,0.0006,0.1,bf16,,,3.428,3.4045,30.1,,2.29964939,1.10485061
cerebras_0.59B,0.59,889,3.146392,62000,14.3,0.0006,0.1,bf16,,,3.4031,3.3934,29.77,,2.298764114,1.094635886
cerebras_0.59B,0.59,903,3.19714,63000,14.3,0.0006,0.1,bf16,,,3.4273,3.3985,29.92,,2.297954936,1.100545064
cerebras_0.59B,0.59,917,3.247888,64000,14.3,0.0006,0.1,bf16,,,3.409,3.3848,29.51,,2.297161657,1.087638343
cerebras_0.59B,0.59,932,3.298636,65000,14.3,0.0006,0.1,bf16,,,3.4325,3.3843,29.5,,2.296328737,1.087971263
cerebras_0.59B,0.59,946,3.349385,66000,14.3,0.0006,0.1,bf16,,,3.4031,3.3828,29.45,,2.295566679,1.087233321
cerebras_0.59B,0.59,960,3.400133,67000,14.3,0.0006,0.1,bf16,,,3.3664,3.3547,28.64,,2.294818921,1.059881079
cerebras_0.59B,0.59,975,3.450881,68000,14.3,0.0006,0.1,bf16,,,3.3784,3.3613,28.83,,2.294033084,1.067266916
cerebras_0.59B,0.59,989,3.501629,69000,14.3,0.0006,0.1,bf16,,,3.377,3.3545,28.63,,2.293313472,1.061186528
cerebras_0.59B,0.59,1003,3.552378,70000,14.3,0.0006,0.1,bf16,,,3.379,3.3493,28.48,,2.292606781,1.056693219
cerebras_0.59B,0.59,1018,3.603126,71000,14.3,0.0006,0.1,bf16,,,3.3787,3.3408,28.24,,2.291863488,1.048936512
cerebras_0.59B,0.59,1032,3.653874,72000,14.3,0.0006,0.1,bf16,,,3.3855,3.3703,29.09,,2.291182286,1.079117714
cerebras_0.59B,0.59,1047,3.704622,73000,14.3,0.0006,0.1,bf16,,,3.3605,3.3317,27.99,,2.29046543,1.04123457
cerebras_0.59B,0.59,1061,3.755371,74000,14.3,0.0006,0.1,bf16,,,3.3678,3.3423,28.28,,2.289808124,1.052491876
cerebras_0.59B,0.59,1075,3.806119,75000,14.3,0.0006,0.1,bf16,,,3.3452,3.3376,28.15,,2.289161826,1.048438174
cerebras_0.59B,0.59,1090,3.856867,76000,14.3,0.0006,0.1,bf16,,,3.3435,3.3177,27.6,,2.288481212,1.029218788
cerebras_0.59B,0.59,1104,3.907615,77000,14.3,0.0006,0.1,bf16,,,3.3462,3.323,27.74,,2.2878567,1.0351433
cerebras_0.59B,0.59,1118,3.958364,78000,14.3,0.0006,0.1,bf16,,,3.3201,3.3145,27.51,,2.287242244,1.027257756
cerebras_0.59B,0.59,1133,4.009112,79000,14.3,0.0006,0.1,bf16,,,3.3433,3.3082,27.34,,2.286594731,1.021605269
cerebras_0.59B,0.59,1147,4.05986,80000,14.3,0.0006,0.1,bf16,,,3.3319,3.302,27.17,,2.286000209,1.015999791
cerebras_0.59B,0.59,1161,4.110608,81000,14.3,0.0006,0.1,bf16,,,3.3283,3.2986,27.07,,2.285414903,1.013185097
cerebras_0.59B,0.59,1176,4.161357,82000,14.3,0.0006,0.1,bf16,,,3.326,3.3141,27.5,,2.28479773,1.02930227
cerebras_0.59B,0.59,1190,4.212105,83000,14.3,0.0006,0.1,bf16,,,3.3022,3.301,27.14,,2.284230725,1.016769275
cerebras_0.59B,0.59,1204,4.262853,84000,14.3,0.0006,0.1,bf16,,,3.2996,3.2799,26.57,,2.283672194,0.9962278063
cerebras_0.59B,0.59,1219,4.313601,85000,14.3,0.0006,0.1,bf16,,,3.3134,3.2931,26.93,,2.283082918,1.010017082
cerebras_0.59B,0.59,1233,4.36435,86000,14.3,0.0006,0.1,bf16,,,3.3118,3.2857,26.73,,2.28254124,1.00315876
cerebras_0.59B,0.59,1247,4.415098,87000,14.3,0.0006,0.1,bf16,,,3.3067,3.2804,26.59,,2.282007377,0.9983926232
cerebras_0.59B,0.59,1262,4.465846,88000,14.3,0.0006,0.1,bf16,,,3.3037,3.2861,26.74,,2.281443828,1.004656172
cerebras_0.59B,0.59,1276,4.516594,89000,14.3,0.0006,0.1,bf16,,,3.2681,3.2593,26.03,,2.28092553,0.97837447
cerebras_0.59B,0.59,1290,4.567343,90000,14.3,0.0006,0.1,bf16,,,3.2635,3.2627,26.12,,2.28041446,0.9822855404
cerebras_0.59B,0.59,1305,4.618091,91000,14.3,0.0006,0.1,bf16,,,3.3049,3.271,26.34,,2.279874703,0.9911252969
cerebras_0.59B,0.59,1319,4.668839,92000,14.3,0.0006,0.1,bf16,,,3.2637,3.255,25.92,,2.279378046,0.9756219537
cerebras_0.59B,0.59,1333,4.719587,93000,14.3,0.0006,0.1,bf16,,,3.2943,3.2751,26.45,,2.278888091,0.996211909
cerebras_0.59B,0.59,1348,4.770336,94000,14.3,0.0006,0.1,bf16,,,3.2839,3.2562,25.95,,2.278370395,0.9778296054
cerebras_0.59B,0.59,1362,4.821084,95000,14.3,0.0006,0.1,bf16,,,3.2713,3.2515,25.83,,2.27789382,0.9736061798
cerebras_0.59B,0.59,1376,4.871832,96000,14.3,0.0006,0.1,bf16,,,3.2713,3.2527,25.86,,2.277423475,0.9752765254
cerebras_0.59B,0.59,1391,4.92258,97000,14.3,0.0006,0.1,bf16,,,3.249,3.2404,25.54,,2.276926282,0.9634737179
