experiment_id,N_params_B,D_tokens_B,Q_score,val_loss,data_type,prediction_v1,residual_observed_minus_predicted,ND,D_over_N
N0.7_D0005_Q0.7,0.7,5,0.7,2.1501,calibrated,2.989784929,-0.8396849292,3.5,7.142857143
N0.7_D0005_Q0.8,0.7,5,0.8,2.3581,calibrated,2.953436849,-0.5953368487,3.5,7.142857143
N0.7_D0005_Q0.9,0.7,5,0.9,2.6571,calibrated,2.91691209,-0.2598120905,3.5,7.142857143
N0.7_D0005_Q0.95,0.7,5,0.95,2.7097,calibrated,2.898532054,-0.1888320539,3.5,7.142857143
N0.7_D0005_Q1.0,0.7,5,1,2.862,calibrated,2.879913651,-0.01791365084,3.5,7.142857143
N0.7_D0010_Q0.05,0.7,10,0.05,0.5,calibrated,3.08474704,-2.58474704,7,14.28571429
N0.7_D0010_Q0.95,0.7,10,0.95,2.657,calibrated,2.759135622,-0.1021356218,7,14.28571429
N0.7_D0020_Q0.05,0.7,20,0.05,0.5,calibrated,2.969931692,-2.469931692,14,28.57142857
N0.7_D0020_Q0.1,0.7,20,0.1,0.5886,calibrated,2.951977733,-2.363377733,14,28.57142857
N0.7_D0020_Q0.2,0.7,20,0.2,0.82,calibrated,2.91604152,-2.09604152,14,28.57142857
N0.7_D0020_Q0.3,0.7,20,0.3,1.0213,calibrated,2.880063554,-1.858763554,14,28.57142857
N0.7_D0020_Q0.4,0.7,20,0.4,1.2544,calibrated,2.844037774,-1.589637774,14,28.57142857
N0.7_D0020_Q0.5,0.7,20,0.5,1.5102,calibrated,2.807956059,-1.297756059,14,28.57142857
N0.7_D0020_Q0.6,0.7,20,0.6,1.733,calibrated,2.771806968,-1.038806968,14,28.57142857
N0.7_D0020_Q0.7,0.7,20,0.7,1.9575,calibrated,2.735573149,-0.778073149,14,28.57142857
N0.7_D0020_Q0.8,0.7,20,0.8,2.1359,calibrated,2.699225069,-0.5633250685,14,28.57142857
N0.7_D0020_Q0.9,0.7,20,0.9,2.4142,calibrated,2.66270031,-0.2485003103,14,28.57142857
N0.7_D0020_Q0.95,0.7,20,0.95,2.5456,calibrated,2.644320274,-0.09872027379,14,28.57142857
N0.7_D0020_Q1.0,0.7,20,1,2.5856,calibrated,2.625701871,-0.04010187068,14,28.57142857
N0.7_D0050_Q0.05,0.7,50,0.05,0.5,calibrated,2.848619851,-2.348619851,35,71.42857143
N0.7_D0050_Q0.95,0.7,50,0.95,2.3802,calibrated,2.523008433,-0.1428084328,35,71.42857143
N0.7_D0100_Q0.05,0.7,100,0.05,0.5,calibrated,2.775443032,-2.275443032,70,142.8571429
N0.7_D0100_Q0.1,0.7,100,0.1,0.5313,calibrated,2.757489073,-2.226189073,70,142.8571429
N0.7_D0100_Q0.2,0.7,100,0.2,0.7638,calibrated,2.721552859,-1.957752859,70,142.8571429
N0.7_D0100_Q0.3,0.7,100,0.3,0.9699,calibrated,2.685574894,-1.715674894,70,142.8571429
N0.7_D0100_Q0.4,0.7,100,0.4,1.1979,calibrated,2.649549113,-1.451649113,70,142.8571429
N0.7_D0100_Q0.5,0.7,100,0.5,1.3973,calibrated,2.613467399,-1.216167399,70,142.8571429
N0.7_D0100_Q0.6,0.7,100,0.6,1.5891,calibrated,2.577318308,-0.9882183075,70,142.8571429
N0.7_D0100_Q0.7,0.7,100,0.7,1.8109,calibrated,2.541084489,-0.7301844886,70,142.8571429
N0.7_D0100_Q0.8,0.7,100,0.8,2.017,calibrated,2.504736408,-0.4877364081,70,142.8571429
N0.7_D0100_Q0.9,0.7,100,0.9,2.1928,calibrated,2.46821165,-0.2754116499,70,142.8571429
N0.7_D0100_Q0.95,0.7,100,0.95,2.3158,calibrated,2.449831613,-0.1340316133,70,142.8571429
N0.7_D0100_Q1.0,0.7,100,1,2.4334,calibrated,2.43121321,0.00218678976,70,142.8571429
N0.7_D0150_Q0.05,0.7,150,0.05,0.5,calibrated,2.738775148,-2.238775148,105,214.2857143
N0.7_D0150_Q0.95,0.7,150,0.95,2.3482,calibrated,2.413163729,-0.06496372902,105,214.2857143
N0.7_D0300_Q0.05,0.7,300,0.05,0.5,calibrated,2.684968278,-2.184968278,210,428.5714286
N0.7_D0300_Q0.95,0.7,300,0.95,2.2639,calibrated,2.359356859,-0.09545685947,210,428.5714286
N0.7_D0500_Q0.05,0.7,500,0.05,0.5,calibrated,2.651486942,-2.151486942,350,714.2857143
N0.7_D0500_Q0.1,0.7,500,0.1,0.5138,calibrated,2.633532983,-2.119732983,350,714.2857143
N0.7_D0500_Q0.2,0.7,500,0.2,0.701,calibrated,2.597596769,-1.896596769,350,714.2857143
N0.7_D0500_Q0.3,0.7,500,0.3,0.9241,calibrated,2.561618804,-1.637518804,350,714.2857143
N0.7_D0500_Q0.4,0.7,500,0.4,1.1327,calibrated,2.525593024,-1.392893024,350,714.2857143
N0.7_D0500_Q0.5,0.7,500,0.5,1.3085,calibrated,2.489511309,-1.181011309,350,714.2857143
N0.7_D0500_Q0.6,0.7,500,0.6,1.5486,calibrated,2.453362218,-0.9047622176,350,714.2857143
N0.7_D0500_Q0.7,0.7,500,0.7,1.7063,calibrated,2.417128399,-0.7108283986,350,714.2857143
N0.7_D0500_Q0.8,0.7,500,0.8,1.8982,calibrated,2.380780318,-0.4825803182,350,714.2857143
N0.7_D0500_Q0.9,0.7,500,0.9,2.0978,calibrated,2.34425556,-0.2464555599,350,714.2857143
N0.7_D0500_Q0.95,0.7,500,0.95,2.1997,calibrated,2.325875523,-0.1261755234,350,714.2857143
N0.7_D0500_Q1.0,0.7,500,1,2.2912,calibrated,2.30725712,-0.01605712032,350,714.2857143
N0.7_D1000_Q0.05,0.7,1000,0.05,0.5,calibrated,2.613072423,-2.113072423,700,1428.571429
N0.7_D1000_Q0.1,0.7,1000,0.1,0.5071,calibrated,2.595118464,-2.088018464,700,1428.571429
N0.7_D1000_Q0.2,0.7,1000,0.2,0.7115,calibrated,2.55918225,-1.84768225,700,1428.571429
N0.7_D1000_Q0.3,0.7,1000,0.3,0.9132,calibrated,2.523204285,-1.610004285,700,1428.571429
N0.7_D1000_Q0.4,0.7,1000,0.4,1.1056,calibrated,2.487178504,-1.381578504,700,1428.571429
N0.7_D1000_Q0.5,0.7,1000,0.5,1.322,calibrated,2.45109679,-1.12909679,700,1428.571429
N0.7_D1000_Q0.6,0.7,1000,0.6,1.4614,calibrated,2.414947698,-0.9535476985,700,1428.571429
N0.7_D1000_Q0.7,0.7,1000,0.7,1.7068,calibrated,2.378713879,-0.6719138795,700,1428.571429
N0.7_D1000_Q0.8,0.7,1000,0.8,1.8896,calibrated,2.342365799,-0.452765799,700,1428.571429
N0.7_D1000_Q0.9,0.7,1000,0.9,2.0683,calibrated,2.305841041,-0.2375410408,700,1428.571429
N0.7_D1000_Q0.95,0.7,1000,0.95,2.1816,calibrated,2.287461004,-0.1058610043,700,1428.571429
N0.7_D1000_Q1.0,0.7,1000,1,2.297,calibrated,2.268842601,0.02815739882,700,1428.571429
N0.7_D2000_Q0.05,0.7,2000,0.05,0.5,calibrated,2.581431897,-2.081431897,1400,2857.142857
N0.7_D2000_Q0.1,0.7,2000,0.1,0.5001,calibrated,2.563477938,-2.063377938,1400,2857.142857
N0.7_D2000_Q0.2,0.7,2000,0.2,0.6784,calibrated,2.527541725,-1.849141725,1400,2857.142857
N0.7_D2000_Q0.3,0.7,2000,0.3,0.8706,calibrated,2.491563759,-1.620963759,1400,2857.142857
N0.7_D2000_Q0.4,0.7,2000,0.4,1.0904,calibrated,2.455537979,-1.365137979,1400,2857.142857
N0.7_D2000_Q0.5,0.7,2000,0.5,1.2499,calibrated,2.419456264,-1.169556264,1400,2857.142857
N0.7_D2000_Q0.6,0.7,2000,0.6,1.4277,calibrated,2.383307173,-0.9556071729,1400,2857.142857
N0.7_D2000_Q0.7,0.7,2000,0.7,1.6336,calibrated,2.347073354,-0.7134733539,1400,2857.142857
N0.7_D2000_Q0.8,0.7,2000,0.8,1.8579,calibrated,2.310725273,-0.4528252734,1400,2857.142857
N0.7_D2000_Q0.9,0.7,2000,0.9,2.0246,calibrated,2.274200515,-0.2496005152,1400,2857.142857
N0.7_D2000_Q0.95,0.7,2000,0.95,2.1556,calibrated,2.255820479,-0.1002204787,1400,2857.142857
N0.7_D2000_Q1.0,0.7,2000,1,2.2183,calibrated,2.237202076,-0.01890207558,1400,2857.142857
N1.0_D0005_Q0.05,1,5,0.05,0.5,calibrated,3.178508448,-2.678508448,5,5
N1.0_D0005_Q0.1,1,5,0.1,0.5747,calibrated,3.160554488,-2.585854488,5,5
N1.0_D0005_Q0.2,1,5,0.2,0.8142,calibrated,3.124618275,-2.310418275,5,5
N1.0_D0005_Q0.3,1,5,0.3,1.0733,calibrated,3.088640309,-2.015340309,5,5
N1.0_D0005_Q0.4,1,5,0.4,1.3204,calibrated,3.052614529,-1.732214529,5,5
N1.0_D0005_Q0.5,1,5,0.5,1.5528,calibrated,3.016532814,-1.463732814,5,5
N1.0_D0005_Q0.6,1,5,0.6,1.8086,calibrated,2.980383723,-1.171783723,5,5
N1.0_D0005_Q0.7,1,5,0.7,2.0374,calibrated,2.944149904,-0.9067499042,5,5
N1.0_D0005_Q0.8,1,5,0.8,2.3623,calibrated,2.907801824,-0.5455018237,5,5
N1.0_D0005_Q0.9,1,5,0.9,2.5719,calibrated,2.871277065,-0.2993770655,5,5
N1.0_D0005_Q0.95,1,5,0.95,2.7672,calibrated,2.852897029,-0.08569702897,5,5
N1.0_D0005_Q1.0,1,5,1,2.8125,calibrated,2.834278626,-0.02177862586,5,5
N1.0_D0010_Q0.05,1,10,0.05,0.5,calibrated,3.039112015,-2.539112015,10,10
N1.0_D0010_Q0.95,1,10,0.95,2.6357,calibrated,2.713500597,-0.07780059679,10,10
N1.0_D0020_Q0.05,1,20,0.05,0.5,calibrated,2.924296667,-2.424296667,20,20
N1.0_D0020_Q0.1,1,20,0.1,0.5188,calibrated,2.906342708,-2.387542708,20,20
N1.0_D0020_Q0.2,1,20,0.2,0.7381,calibrated,2.870406495,-2.132306495,20,20
N1.0_D0020_Q0.3,1,20,0.3,0.9701,calibrated,2.834428529,-1.864328529,20,20
N1.0_D0020_Q0.4,1,20,0.4,1.2279,calibrated,2.798402749,-1.570502749,20,20
N1.0_D0020_Q0.5,1,20,0.5,1.4233,calibrated,2.762321034,-1.339021034,20,20
N1.0_D0020_Q0.6,1,20,0.6,1.6574,calibrated,2.726171943,-1.068771943,20,20
N1.0_D0020_Q0.7,1,20,0.7,1.8968,calibrated,2.689938124,-0.793138124,20,20
N1.0_D0020_Q0.8,1,20,0.8,2.0844,calibrated,2.653590044,-0.5691900436,20,20
N1.0_D0020_Q0.9,1,20,0.9,2.3062,calibrated,2.617065285,-0.3108652853,20,20
N1.0_D0020_Q0.95,1,20,0.95,2.4517,calibrated,2.598685249,-0.1469852488,20,20
N1.0_D0020_Q1.0,1,20,1,2.6133,calibrated,2.580066846,0.03323315429,20,20
N1.0_D0050_Q0.05,1,50,0.05,0.5,calibrated,2.802984826,-2.302984826,50,50
N1.0_D0050_Q0.95,1,50,0.95,2.3371,calibrated,2.477373408,-0.1402734079,50,50
N1.0_D0100_Q0.05,1,100,0.05,0.5,calibrated,2.729808007,-2.229808007,100,100
N1.0_D0100_Q0.1,1,100,0.1,0.5,calibrated,2.711854048,-2.211854048,100,100
N1.0_D0100_Q0.2,1,100,0.2,0.7102,calibrated,2.675917834,-1.965717834,100,100
N1.0_D0100_Q0.3,1,100,0.3,0.9137,calibrated,2.639939869,-1.726239869,100,100
N1.0_D0100_Q0.4,1,100,0.4,1.1107,calibrated,2.603914088,-1.493214088,100,100
N1.0_D0100_Q0.5,1,100,0.5,1.3086,calibrated,2.567832374,-1.259232374,100,100
N1.0_D0100_Q0.6,1,100,0.6,1.5225,calibrated,2.531683283,-1.009183283,100,100
N1.0_D0100_Q0.7,1,100,0.7,1.7077,calibrated,2.495449464,-0.7877494636,100,100
N1.0_D0100_Q0.8,1,100,0.8,1.9487,calibrated,2.459101383,-0.5104013831,100,100
N1.0_D0100_Q0.9,1,100,0.9,2.2185,calibrated,2.422576625,-0.2040766249,100,100
N1.0_D0100_Q0.95,1,100,0.95,2.3344,calibrated,2.404196588,-0.06979658837,100,100
N1.0_D0100_Q1.0,1,100,1,2.4489,calibrated,2.385578185,0.06332181473,100,100
N1.0_D0150_Q0.05,1,150,0.05,0.5,calibrated,2.693140123,-2.193140123,150,150
N1.0_D0150_Q0.95,1,150,0.95,2.1674,calibrated,2.367528704,-0.200128704,150,150
N1.0_D0300_Q0.05,1,300,0.05,0.5,calibrated,2.639333253,-2.139333253,300,300
N1.0_D0300_Q0.95,1,300,0.95,2.1877,calibrated,2.313721834,-0.1260218345,300,300
N1.0_D0500_Q0.05,1,500,0.05,0.5,calibrated,2.605851917,-2.105851917,500,500
N1.0_D0500_Q0.1,1,500,0.1,0.5,calibrated,2.587897958,-2.087897958,500,500
N1.0_D0500_Q0.2,1,500,0.2,0.6599,calibrated,2.551961744,-1.892061744,500,500
N1.0_D0500_Q0.3,1,500,0.3,0.8544,calibrated,2.515983779,-1.661583779,500,500
N1.0_D0500_Q0.4,1,500,0.4,1.0836,calibrated,2.479957999,-1.396357999,500,500
N1.0_D0500_Q0.5,1,500,0.5,1.2157,calibrated,2.443876284,-1.228176284,500,500
N1.0_D0500_Q0.6,1,500,0.6,1.4518,calibrated,2.407727193,-0.9559271926,500,500
N1.0_D0500_Q0.7,1,500,0.7,1.707,calibrated,2.371493374,-0.6644933737,500,500
N1.0_D0500_Q0.8,1,500,0.8,1.8739,calibrated,2.335145293,-0.4612452932,500,500
N1.0_D0500_Q0.9,1,500,0.9,2.0431,calibrated,2.298620535,-0.255520535,500,500
N1.0_D0500_Q0.95,1,500,0.95,2.1733,calibrated,2.280240498,-0.1069404984,500,500
N1.0_D0500_Q1.0,1,500,1,2.2572,calibrated,2.261622095,-0.004422095343,500,500
N1.0_D1000_Q0.05,1,1000,0.05,0.5,calibrated,2.567437398,-2.067437398,1000,1000
N1.0_D1000_Q0.1,1,1000,0.1,0.5,calibrated,2.549483439,-2.049483439,1000,1000
N1.0_D1000_Q0.2,1,1000,0.2,0.6605,calibrated,2.513547225,-1.853047225,1000,1000
N1.0_D1000_Q0.3,1,1000,0.3,0.8357,calibrated,2.47756926,-1.64186926,1000,1000
N1.0_D1000_Q0.4,1,1000,0.4,1.0525,calibrated,2.441543479,-1.389043479,1000,1000
N1.0_D1000_Q0.5,1,1000,0.5,1.2565,calibrated,2.405461765,-1.148961765,1000,1000
N1.0_D1000_Q0.6,1,1000,0.6,1.407,calibrated,2.369312673,-0.9623126735,1000,1000
N1.0_D1000_Q0.7,1,1000,0.7,1.6907,calibrated,2.333078855,-0.6423788545,1000,1000
N1.0_D1000_Q0.8,1,1000,0.8,1.8615,calibrated,2.296730774,-0.4352307741,1000,1000
N1.0_D1000_Q0.9,1,1000,0.9,1.9758,calibrated,2.260206016,-0.2844060158,1000,1000
N1.0_D1000_Q0.95,1,1000,0.95,2.1305,calibrated,2.241825979,-0.1113259793,1000,1000
N1.0_D1000_Q1.0,1,1000,1,2.1409,calibrated,2.223207576,-0.08230757621,1000,1000
N1.0_D2000_Q0.05,1,2000,0.05,0.5,calibrated,2.535796872,-2.035796872,2000,2000
N1.0_D2000_Q0.1,1,2000,0.1,0.5,calibrated,2.517842913,-2.017842913,2000,2000
N1.0_D2000_Q0.2,1,2000,0.2,0.6467,calibrated,2.4819067,-1.8352067,2000,2000
N1.0_D2000_Q0.3,1,2000,0.3,0.8314,calibrated,2.445928734,-1.614528734,2000,2000
N1.0_D2000_Q0.4,1,2000,0.4,1.0295,calibrated,2.409902954,-1.380402954,2000,2000
N1.0_D2000_Q0.5,1,2000,0.5,1.2251,calibrated,2.373821239,-1.148721239,2000,2000
N1.0_D2000_Q0.6,1,2000,0.6,1.4304,calibrated,2.337672148,-0.9072721479,2000,2000
N1.0_D2000_Q0.7,1,2000,0.7,1.5995,calibrated,2.301438329,-0.7019383289,2000,2000
N1.0_D2000_Q0.8,1,2000,0.8,1.7725,calibrated,2.265090248,-0.4925902484,2000,2000
N1.0_D2000_Q0.9,1,2000,0.9,2.027,calibrated,2.22856549,-0.2015654902,2000,2000
N1.0_D2000_Q0.95,1,2000,0.95,2.0759,calibrated,2.210185454,-0.1342854537,2000,2000
N1.0_D2000_Q1.0,1,2000,1,2.2081,calibrated,2.191567051,0.0165329494,2000,2000
N2.8_D0005_Q0.05,2.8,5,0.05,0.5,calibrated,3.073962246,-2.573962246,14,1.785714286
N2.8_D0005_Q0.1,2.8,5,0.1,0.5,calibrated,3.056008287,-2.556008287,14,1.785714286
N2.8_D0005_Q0.2,2.8,5,0.2,0.6798,calibrated,3.020072074,-2.340272074,14,1.785714286
N2.8_D0005_Q0.3,2.8,5,0.3,0.9253,calibrated,2.984094108,-2.058794108,14,1.785714286
N2.8_D0005_Q0.4,2.8,5,0.4,1.2039,calibrated,2.948068328,-1.744168328,14,1.785714286
N2.8_D0005_Q0.5,2.8,5,0.5,1.4628,calibrated,2.911986613,-1.449186613,14,1.785714286
N2.8_D0005_Q0.6,2.8,5,0.6,1.7229,calibrated,2.875837522,-1.152937522,14,1.785714286
N2.8_D0005_Q0.7,2.8,5,0.7,2.0084,calibrated,2.839603703,-0.831203703,14,1.785714286
N2.8_D0005_Q0.8,2.8,5,0.8,2.2056,calibrated,2.803255623,-0.5976556225,14,1.785714286
N2.8_D0005_Q0.9,2.8,5,0.9,2.4428,calibrated,2.766730864,-0.3239308643,14,1.785714286
N2.8_D0005_Q0.95,2.8,5,0.95,2.6201,calibrated,2.748350828,-0.1282508278,14,1.785714286
N2.8_D0005_Q1.0,2.8,5,1,2.721,calibrated,2.729732425,-0.008732424678,14,1.785714286
N2.8_D0010_Q0.05,2.8,10,0.05,0.5,calibrated,2.934565814,-2.434565814,28,3.571428571
N2.8_D0010_Q0.95,2.8,10,0.95,2.4203,calibrated,2.608954396,-0.1886543956,28,3.571428571
N2.8_D0020_Q0.05,2.8,20,0.05,0.5,calibrated,2.819750466,-2.319750466,56,7.142857143
N2.8_D0020_Q0.1,2.8,20,0.1,0.5,calibrated,2.801796507,-2.301796507,56,7.142857143
N2.8_D0020_Q0.2,2.8,20,0.2,0.623,calibrated,2.765860293,-2.142860293,56,7.142857143
N2.8_D0020_Q0.3,2.8,20,0.3,0.8308,calibrated,2.729882328,-1.899082328,56,7.142857143
N2.8_D0020_Q0.4,2.8,20,0.4,1.0678,calibrated,2.693856548,-1.626056548,56,7.142857143
N2.8_D0020_Q0.5,2.8,20,0.5,1.2966,calibrated,2.657774833,-1.361174833,56,7.142857143
N2.8_D0020_Q0.6,2.8,20,0.6,1.5279,calibrated,2.621625742,-1.093725742,56,7.142857143
N2.8_D0020_Q0.7,2.8,20,0.7,1.7488,calibrated,2.585391923,-0.8365919228,56,7.142857143
N2.8_D0020_Q0.8,2.8,20,0.8,2.0341,calibrated,2.549043842,-0.5149438424,56,7.142857143
N2.8_D0020_Q0.9,2.8,20,0.9,2.2362,calibrated,2.512519084,-0.2763190842,56,7.142857143
N2.8_D0020_Q0.95,2.8,20,0.95,2.3457,calibrated,2.494139048,-0.1484390476,56,7.142857143
N2.8_D0020_Q1.0,2.8,20,1,2.5073,calibrated,2.475520645,0.03177935548,56,7.142857143
N2.8_D0050_Q0.05,2.8,50,0.05,0.5,calibrated,2.698438625,-2.198438625,140,17.85714286
N2.8_D0050_Q0.95,2.8,50,0.95,2.253,calibrated,2.372827207,-0.1198272067,140,17.85714286
N2.8_D0100_Q0.05,2.8,100,0.05,0.5,calibrated,2.625261806,-2.125261806,280,35.71428571
N2.8_D0100_Q0.1,2.8,100,0.1,0.5,calibrated,2.607307846,-2.107307846,280,35.71428571
N2.8_D0100_Q0.2,2.8,100,0.2,0.5671,calibrated,2.571371633,-2.004271633,280,35.71428571
N2.8_D0100_Q0.3,2.8,100,0.3,0.7708,calibrated,2.535393668,-1.764593668,280,35.71428571
N2.8_D0100_Q0.4,2.8,100,0.4,0.9718,calibrated,2.499367887,-1.527567887,280,35.71428571
N2.8_D0100_Q0.5,2.8,100,0.5,1.1999,calibrated,2.463286173,-1.263386173,280,35.71428571
N2.8_D0100_Q0.6,2.8,100,0.6,1.4075,calibrated,2.427137081,-1.019637081,280,35.71428571
N2.8_D0100_Q0.7,2.8,100,0.7,1.6363,calibrated,2.390903262,-0.7546032624,280,35.71428571
N2.8_D0100_Q0.8,2.8,100,0.8,1.8765,calibrated,2.354555182,-0.4780551819,280,35.71428571
N2.8_D0100_Q0.9,2.8,100,0.9,2.0444,calibrated,2.318030424,-0.2736304237,280,35.71428571
N2.8_D0100_Q0.95,2.8,100,0.95,2.1982,calibrated,2.299650387,-0.1014503872,280,35.71428571
N2.8_D0100_Q1.0,2.8,100,1,2.2588,calibrated,2.281031984,-0.02223198408,280,35.71428571
N2.8_D0150_Q0.05,2.8,150,0.05,0.5,calibrated,2.588593921,-2.088593921,420,53.57142857
N2.8_D0150_Q0.95,2.8,150,0.95,2.1192,calibrated,2.262982503,-0.1437825029,420,53.57142857
N2.8_D0300_Q0.05,2.8,300,0.05,0.5,calibrated,2.534787052,-2.034787052,840,107.1428571
N2.8_D0300_Q0.95,2.8,300,0.95,2.0528,calibrated,2.209175633,-0.1563756333,840,107.1428571
N2.8_D0500_Q0.05,2.8,500,0.05,0.5,calibrated,2.501305716,-2.001305716,1400,178.5714286
N2.8_D0500_Q0.1,2.8,500,0.1,0.5,calibrated,2.483351757,-1.983351757,1400,178.5714286
N2.8_D0500_Q0.2,2.8,500,0.2,0.5387,calibrated,2.447415543,-1.908715543,1400,178.5714286
N2.8_D0500_Q0.3,2.8,500,0.3,0.7277,calibrated,2.411437578,-1.683737578,1400,178.5714286
N2.8_D0500_Q0.4,2.8,500,0.4,0.9045,calibrated,2.375411797,-1.470911797,1400,178.5714286
N2.8_D0500_Q0.5,2.8,500,0.5,1.16,calibrated,2.339330083,-1.179330083,1400,178.5714286
N2.8_D0500_Q0.6,2.8,500,0.6,1.3308,calibrated,2.303180991,-0.9723809914,1400,178.5714286
N2.8_D0500_Q0.7,2.8,500,0.7,1.5099,calibrated,2.266947172,-0.7570471725,1400,178.5714286
N2.8_D0500_Q0.8,2.8,500,0.8,1.7571,calibrated,2.230599092,-0.473499092,1400,178.5714286
N2.8_D0500_Q0.9,2.8,500,0.9,1.9167,calibrated,2.194074334,-0.2773743338,1400,178.5714286
N2.8_D0500_Q0.95,2.8,500,0.95,2.0846,calibrated,2.175694297,-0.09109429726,1400,178.5714286
N2.8_D0500_Q1.0,2.8,500,1,2.1517,calibrated,2.157075894,-0.005375894157,1400,178.5714286
N2.8_D1000_Q0.05,2.8,1000,0.05,0.5,calibrated,2.462891197,-1.962891197,2800,357.1428571
N2.8_D1000_Q0.1,2.8,1000,0.1,0.5,calibrated,2.444937237,-1.944937237,2800,357.1428571
N2.8_D1000_Q0.2,2.8,1000,0.2,0.519,calibrated,2.409001024,-1.890001024,2800,357.1428571
N2.8_D1000_Q0.3,2.8,1000,0.3,0.7239,calibrated,2.373023058,-1.649123058,2800,357.1428571
N2.8_D1000_Q0.4,2.8,1000,0.4,0.8987,calibrated,2.336997278,-1.438297278,2800,357.1428571
N2.8_D1000_Q0.5,2.8,1000,0.5,1.1398,calibrated,2.300915564,-1.161115564,2800,357.1428571
N2.8_D1000_Q0.6,2.8,1000,0.6,1.3353,calibrated,2.264766472,-0.9294664723,2800,357.1428571
N2.8_D1000_Q0.7,2.8,1000,0.7,1.5354,calibrated,2.228532653,-0.6931326533,2800,357.1428571
N2.8_D1000_Q0.8,2.8,1000,0.8,1.6984,calibrated,2.192184573,-0.4937845729,2800,357.1428571
N2.8_D1000_Q0.9,2.8,1000,0.9,1.9178,calibrated,2.155659815,-0.2378598147,2800,357.1428571
N2.8_D1000_Q0.95,2.8,1000,0.95,2.0038,calibrated,2.137279778,-0.1334797781,2800,357.1428571
N2.8_D1000_Q1.0,2.8,1000,1,2.1237,calibrated,2.118661375,0.005038624977,2800,357.1428571
N2.8_D2000_Q0.05,2.8,2000,0.05,0.5,calibrated,2.431250671,-1.931250671,5600,714.2857143
N2.8_D2000_Q0.1,2.8,2000,0.1,0.5,calibrated,2.413296712,-1.913296712,5600,714.2857143
N2.8_D2000_Q0.2,2.8,2000,0.2,0.5242,calibrated,2.377360498,-1.853160498,5600,714.2857143
N2.8_D2000_Q0.3,2.8,2000,0.3,0.6887,calibrated,2.341382533,-1.652682533,5600,714.2857143
N2.8_D2000_Q0.4,2.8,2000,0.4,0.9232,calibrated,2.305356753,-1.382156753,5600,714.2857143
N2.8_D2000_Q0.5,2.8,2000,0.5,1.1045,calibrated,2.269275038,-1.164775038,5600,714.2857143
N2.8_D2000_Q0.6,2.8,2000,0.6,1.2855,calibrated,2.233125947,-0.9476259467,5600,714.2857143
N2.8_D2000_Q0.7,2.8,2000,0.7,1.4788,calibrated,2.196892128,-0.7180921277,5600,714.2857143
N2.8_D2000_Q0.8,2.8,2000,0.8,1.6576,calibrated,2.160544047,-0.5029440473,5600,714.2857143
N2.8_D2000_Q0.9,2.8,2000,0.9,1.8775,calibrated,2.124019289,-0.246519289,5600,714.2857143
N2.8_D2000_Q0.95,2.8,2000,0.95,1.8822,calibrated,2.105639253,-0.2234392525,5600,714.2857143
N2.8_D2000_Q1.0,2.8,2000,1,2.0839,calibrated,2.087020849,-0.003120849416,5600,714.2857143
N4.0_D0005_Q0.05,4,5,0.05,0.5,calibrated,3.045477524,-2.545477524,20,1.25
N4.0_D0005_Q0.1,4,5,0.1,0.5,calibrated,3.027523564,-2.527523564,20,1.25
N4.0_D0005_Q0.2,4,5,0.2,0.6084,calibrated,2.991587351,-2.383187351,20,1.25
N4.0_D0005_Q0.3,4,5,0.3,0.8843,calibrated,2.955609386,-2.071309386,20,1.25
N4.0_D0005_Q0.4,4,5,0.4,1.1447,calibrated,2.919583605,-1.774883605,20,1.25
N4.0_D0005_Q0.5,4,5,0.5,1.3943,calibrated,2.883501891,-1.489201891,20,1.25
N4.0_D0005_Q0.6,4,5,0.6,1.6246,calibrated,2.847352799,-1.222752799,20,1.25
N4.0_D0005_Q0.7,4,5,0.7,1.9244,calibrated,2.81111898,-0.8867189804,20,1.25
N4.0_D0005_Q0.8,4,5,0.8,2.1965,calibrated,2.7747709,-0.5782708999,20,1.25
N4.0_D0005_Q0.9,4,5,0.9,2.4512,calibrated,2.738246142,-0.2870461417,20,1.25
N4.0_D0005_Q0.95,4,5,0.95,2.5824,calibrated,2.719866105,-0.1374661052,20,1.25
N4.0_D0005_Q1.0,4,5,1,2.6973,calibrated,2.701247702,-0.003947702067,20,1.25
N4.0_D0010_Q0.05,4,10,0.05,0.5,calibrated,2.906081092,-2.406081092,40,2.5
N4.0_D0010_Q0.95,4,10,0.95,2.4433,calibrated,2.580469673,-0.137169673,40,2.5
N4.0_D0020_Q0.05,4,20,0.05,0.5,calibrated,2.791265744,-2.291265744,80,5
N4.0_D0020_Q0.1,4,20,0.1,0.5,calibrated,2.773311784,-2.273311784,80,5
N4.0_D0020_Q0.2,4,20,0.2,0.5655,calibrated,2.737375571,-2.171875571,80,5
N4.0_D0020_Q0.3,4,20,0.3,0.8094,calibrated,2.701397605,-1.891997605,80,5
N4.0_D0020_Q0.4,4,20,0.4,1.0284,calibrated,2.665371825,-1.636971825,80,5
N4.0_D0020_Q0.5,4,20,0.5,1.2902,calibrated,2.629290111,-1.339090111,80,5
N4.0_D0020_Q0.6,4,20,0.6,1.5025,calibrated,2.593141019,-1.090641019,80,5
N4.0_D0020_Q0.7,4,20,0.7,1.7203,calibrated,2.5569072,-0.8366072002,80,5
N4.0_D0020_Q0.8,4,20,0.8,1.9253,calibrated,2.52055912,-0.5952591198,80,5
