folder,detailed_ability,weak_ability,task_count,family_count,coverage,eligible
Dans-DiscountModels_Mistral-7b-v0.3-Test-E0.7,0.43904732210365227,0.31827055865339515,40,6,1.0,True
Dans-DiscountModels_mistral-7b-test-merged,0.4443372125089026,0.31690333008898774,40,6,1.0,True
Darkknight535_OpenCrystal-12B-L3,0.564047919655126,0.4665074909621802,40,6,1.0,True
DavidAU_DeepHermes-3-Llama-3-8B-Preview-16.5B-Brainstorm,0.4979240595937163,0.36384408602150536,40,6,1.0,True
DavidAU_DeepSeek-BlackRoot-R1-Distill-Llama-3.1-8B,0.5239698625108419,0.3869672900444939,40,6,1.0,True
DavidAU_DeepSeek-Grand-Horror-SMB-R1-Distill-Llama-3.1-16B,0.4155668122026703,0.25087582846681494,40,6,1.0,True
DavidAU_DeepSeek-MOE-4X8B-R1-Distill-Llama-3.1-Deep-Thinker-Uncensored-24B,0.5417825371574156,0.41721357063403786,40,6,1.0,True
DavidAU_DeepSeek-MOE-4X8B-R1-Distill-Llama-3.1-Mad-Scientist-24B,0.5271108428829256,0.4133777113459399,40,6,1.0,True
DavidAU_DeepSeek-R1-Distill-Qwen-25.5B-Brainstorm,0.790534307302458,0.6964381720430107,40,6,1.0,True
DavidAU_DeepSeek-V2-Grand-Horror-SMB-R1-Distill-Llama-3.1-Uncensored-16.5B,0.40263465660309306,0.23416671009432488,40,6,1.0,True
DavidAU_DeepThought-MOE-8X3B-R1-Llama-3.2-Reasoning-18B,0.4063297256695422,0.28098118279569895,40,6,1.0,True
DavidAU_Gemma-The-Writer-9B,0.5746333748647753,0.1696236559139785,40,6,1.0,True
DavidAU_Gemma-The-Writer-DEADLINE-10B,0.5960693160458309,0.29062310003995345,40,6,1.0,True
DavidAU_Gemma-The-Writer-J.GutenBerg-10B,0.6271463937092341,0.3943861066235864,40,6,1.0,True
DavidAU_Gemma-The-Writer-Mighty-Sword-9B,0.6045431704710044,0.27231182795698927,40,6,1.0,True
DavidAU_Gemma-The-Writer-N-Restless-Quill-10B-Uncensored,0.6023241405638362,0.39668540855580275,40,6,1.0,True
DavidAU_L3-DARKEST-PLANET-16.5B,0.5855503833978983,0.45483870967741935,40,6,1.0,True
DavidAU_L3-Dark-Planet-8B,0.5347181756271029,0.44601507808292945,40,6,1.0,True
DavidAU_L3-Jamet-12.2B-MK.V-Blackroot-Instruct,0.44439072904855087,0.26470807928153284,40,6,1.0,True
DavidAU_L3-Lumimaid-12.2B-v0.1-OAS-Instruct,0.4406329413650242,0.3305735056542811,40,6,1.0,True
DavidAU_L3-SMB-Instruct-12.2B-F32,0.47846019413361224,0.37875240237312685,40,6,1.0,True
DavidAU_L3-Stheno-Maid-Blackroot-Grand-HORROR-16B,0.4316165294820638,0.2628360215053763,40,6,1.0,True
DavidAU_L3-Stheno-v3.2-12.2B-Instruct,0.46979768109314757,0.3704227248249865,40,6,1.0,True
DavidAU_L3.1-Dark-Planet-SpinFire-Uncensored-8B,0.5605475956745004,0.4603540971449759,40,6,1.0,True
DavidAU_L3.1-MOE-2X8B-Deepseek-DeepHermes-e32-uncensored-abliterated-13.7B,0.5267065934379012,0.3109543010752688,40,6,1.0,True
DavidAU_Qwen2.5-MOE-2X1.5B-DeepSeek-Uncensored-Censored-4B,0.20167880053219847,0.06975806451612904,40,6,1.0,True
DavidAU_Qwen2.5-MOE-2X7B-DeepSeek-Abliterated-Censored-19B,0.3857303259464758,0.21424731182795698,40,6,1.0,True
DavidAU_Qwen2.5-MOE-6x1.5B-DeepSeek-Reasoning-e32,0.2454324936848323,0.07835311804783093,40,6,1.0,True
Davidsv_SUONG-1,0.1481586749667404,0.0514072732641965,40,6,1.0,True
DavieLion_Llama-3.2-1B-SPIN-iter0,0.13884137797007745,0.050822238830181686,40,6,1.0,True
DavieLion_Llama-3.2-1B-SPIN-iter1,0.14688615283566883,0.06122311827956989,40,6,1.0,True
DavieLion_Llama-3.2-1B-SPIN-iter2,0.16165331310633996,0.0514072732641965,40,6,1.0,True
DavieLion_Llama-3.2-1B-SPIN-iter3,0.1606225816222836,0.0514072732641965,40,6,1.0,True
DavieLion_Lllma-3.2-1B,0.1379757315342228,0.04639530033370412,40,6,1.0,True
DebateLabKIT_Llama-3.1-Argunaut-1-8B-SFT,0.5136328030703953,0.3824596774193548,40,6,1.0,True
Deci_DeciLM-7B,0.4150376546576838,0.2728190630048465,40,6,1.0,True
Deci_DeciLM-7B-instruct,0.40568741464686875,0.3053383968298109,40,6,1.0,True
DeepAutoAI_Explore_Llama-3.1-8B-Inst,0.5956688975005436,0.47466397849462366,40,6,1.0,True
DeepAutoAI_Explore_Llama-3.2-1B-Inst,0.2746873750050915,0.14186827956989248,40,6,1.0,True
DeepAutoAI_Explore_Llama-3.2-1B-Inst_v0,0.24875864591794242,0.11165000092845338,40,6,1.0,True
DeepAutoAI_Explore_Llama-3.2-1B-Inst_v1,0.2007740486834531,0.10839966908124446,40,6,1.0,True
DeepAutoAI_Explore_Llama-3.2-1B-Inst_v1.1,0.22476844840614504,0.1064377085650723,40,6,1.0,True
DeepAutoAI_causal_gpt2,0.20098688880625154,0.07933114892212553,40,6,1.0,True
DeepAutoAI_d2nwg_Llama-3.1-8B-Instruct-v0.0,0.5887072464298347,0.4615591397849462,40,6,1.0,True
DeepAutoAI_d2nwg_causal_gpt2,0.19449537627407765,0.08578938454322789,40,6,1.0,True
DeepAutoAI_d2nwg_causal_gpt2_v1,0.1873815441596763,0.07630206976219014,40,6,1.0,True
DeepAutoAI_ldm_soup_Llama-3.1-8B-Inst,0.6082257849483705,0.45472004360136886,40,6,1.0,True
DeepAutoAI_ldm_soup_Llama-3.1-8B-Instruct-v0.0,0.6005780757601487,0.44507020080949156,40,6,1.0,True
DeepAutoAI_ldm_soup_Llama-3.1-8B-Instruct-v0.1,0.6005780757601487,0.44507020080949156,40,6,1.0,True
DeepMount00_Lexora-Lite-3B,0.5177568487195281,0.4192876344086022,40,6,1.0,True
DeepMount00_Lexora-Lite-3B_v2,0.547770586343207,0.41216397849462366,40,6,1.0,True
DeepMount00_Lexora-Medium-7B,0.614467028729792,0.5675403225806452,40,6,1.0,True
DeepMount00_Llama-3-8b-Ita,0.5297710721058986,0.3950940860215054,40,6,1.0,True
DeepMount00_Llama-3.1-8b-ITA,0.6467990378424495,0.526479073971079,40,6,1.0,True
DeepMount00_Llama-3.1-Distilled,0.6397639645940293,0.5518815032918165,40,6,1.0,True
DeepMount00_Qwen2-1.5B-Ita,0.3726108404167213,0.2729166666666667,40,6,1.0,True
DeepMount00_Qwen2-1.5B-Ita_v2,0.35083839256192034,0.2631720430107527,40,6,1.0,True
DeepMount00_Qwen2-1.5B-Ita_v3,0.35611407379306304,0.2566532258064516,40,6,1.0,True
DeepMount00_Qwen2-1.5B-Ita_v5,0.3662984874951556,0.24986559139784947,40,6,1.0,True
DeepMount00_Qwen2-1.5B-Ita_v6,0.40673768239990826,0.3085637687708565,40,6,1.0,True
DeepMount00_Qwen2.5-7B-Instruct-MathCoder,0.16644807928172,0.059639472098628105,40,6,1.0,True
DeepMount00_mergekit-ties-okvgjfz,0.16644807928172,0.059639472098628105,40,6,1.0,True
Delta-Vector_Baldur-8B,0.6353887711584417,0.5477950037078234,40,6,1.0,True
Delta-Vector_Control-8B,0.6001014521104494,0.46506535038932145,40,6,1.0,True
Delta-Vector_Control-8B-V1.1,0.5720586217790904,0.4370295698924731,40,6,1.0,True
Delta-Vector_Darkens-8B,0.542522759696273,0.3791554091694056,40,6,1.0,True
Delta-Vector_Henbane-7b-attempt2,0.5919067127666233,0.4793010752688172,40,6,1.0,True
Delta-Vector_Odin-9B,0.647412305050996,0.5008750673128702,40,6,1.0,True
Delta-Vector_Tor-8B,0.5403224667411526,0.42558866190699535,40,6,1.0,True
DevQuasar_DevQuasar-R1-Uncensored-Llama-8B,0.6534572771099777,0.4761840412958843,40,6,1.0,True
Dongwei_DeepSeek-R1-Distill-Qwen-7B-GRPO,0.20037580858743004,0.08444529852172251,40,6,1.0,True
DoppelReflEx_L3-8B-R1-WolfCore,0.6565172024488481,0.6059139784946237,40,6,1.0,True
DoppelReflEx_L3-8B-R1-WolfCore-V1.5-test,0.6181718081363814,0.5324671686903956,40,6,1.0,True
DoppelReflEx_L3-8B-WolfCore,0.5794946019701631,0.5254032258064516,40,6,1.0,True
DoppelReflEx_MN-12B-FoxFrame-test,0.6151839879893698,0.4952278432087828,40,6,1.0,True
DoppelReflEx_MN-12B-FoxFrame2-test,0.6597157085102636,0.5807429261679644,40,6,1.0,True
DoppelReflEx_MN-12B-FoxFrame3-test,0.6363521522878439,0.4903814251220317,40,6,1.0,True
DoppelReflEx_MN-12B-Kakigori,0.6322581458259956,0.5587897044384713,40,6,1.0,True
DoppelReflEx_MN-12B-LilithFrame,0.5310012796464899,0.39752570917365854,40,6,1.0,True
DoppelReflEx_MN-12B-LilithFrame-Experiment-2,0.5318249677577717,0.4217741935483871,40,6,1.0,True
DoppelReflEx_MN-12B-LilithFrame-Experiment-3,0.6462676302019221,0.5965367745877668,40,6,1.0,True
DoppelReflEx_MN-12B-LilithFrame-Experiment-4,0.649944215464941,0.5381123299807181,40,6,1.0,True
DoppelReflEx_MN-12B-Mimicore-GreenSnake,0.669324312341751,0.5945810738783834,40,6,1.0,True
DoppelReflEx_MN-12B-Mimicore-Nocturne,0.6777308609630578,0.5698430741570691,40,6,1.0,True
DoppelReflEx_MN-12B-Mimicore-Orochi,0.6536914557027778,0.5298465308676307,40,6,1.0,True
DoppelReflEx_MN-12B-Mimicore-Orochi-v2-Experiment,0.5006538449266836,0.24422043010752686,40,6,1.0,True
DoppelReflEx_MN-12B-Mimicore-Orochi-v3-Experiment,0.5833957299633395,0.438610662358643,40,6,1.0,True
DoppelReflEx_MN-12B-Mimicore-Orochi-v4-Experiment,0.6344393715823181,0.5073924731182795,40,6,1.0,True
DoppelReflEx_MN-12B-Mimicore-WhiteSnake,0.6747308689045164,0.583500312679139,40,6,1.0,True
DoppelReflEx_MN-12B-Mimicore-WhiteSnake-v2-Experiment-1,0.4593844053169979,0.2823101777059774,40,6,1.0,True
DoppelReflEx_MN-12B-Mimicore-WhiteSnake-v2-Experiment-2,0.529937906638247,0.38637446366842115,40,6,1.0,True
DoppelReflEx_MN-12B-Mimicore-WhiteSnake-v2-Experiment-3,0.444039684170671,0.28922885507321905,40,6,1.0,True
DoppelReflEx_MN-12B-Mimicore-WhiteSnake-v2-Experiment-4,0.529937906638247,0.38637446366842115,40,6,1.0,True
DoppelReflEx_MN-12B-Unleashed-Twilight,0.6389662147981393,0.5367716096027237,40,6,1.0,True
DoppelReflEx_MN-12B-WolFrame,0.5602528681628394,0.44103794274497543,40,6,1.0,True
DoppelReflEx_MiniusLight-24B,0.7494118883794625,0.6899802621293449,40,6,1.0,True
DoppelReflEx_MiniusLight-24B-test,0.6512547535268874,0.3895663092701428,40,6,1.0,True
DoppelReflEx_MiniusLight-24B-v1b-test,0.8361746804126812,0.8145833333333333,40,6,1.0,True
DoppelReflEx_MiniusLight-24B-v1c-test,0.8844499884046281,0.8818472388694911,40,6,1.0,True
DoppelReflEx_MiniusLight-24B-v1d-test,0.8763780941832096,0.8701400107700592,40,6,1.0,True
DreadPoor_Again-8B-Model_Stock,0.5917874659626369,0.5176972049959178,40,6,1.0,True
DreadPoor_Alita99-8B-LINEAR,0.6756402673021031,0.6086021505376343,40,6,1.0,True
DreadPoor_AnotherTest,0.4650838378429213,0.358852718298109,40,6,1.0,True
DreadPoor_Aspire-8B-model_stock,0.6441516569355018,0.5542679076288468,40,6,1.0,True
DreadPoor_Aspire_1.3-8B_model-stock,0.6493230787014366,0.5778225806451613,40,6,1.0,True
DreadPoor_Aspire_V2-8B-Model_Stock,0.6673031818050617,0.618410067899518,40,6,1.0,True
DreadPoor_Aspire_V2.1-8B-Model_Stock,0.6512412814764416,0.5776125672043011,40,6,1.0,True
DreadPoor_Aspire_V2_ALT-8B-Model_Stock,0.6565647820111258,0.5751344086021505,40,6,1.0,True
DreadPoor_Aspire_V2_ALT_ROW-8B-Model_Stock,0.6565647820111258,0.5751344086021505,40,6,1.0,True
DreadPoor_Aspire_V3-8B-Model_Stock,0.6274574434219977,0.5728494623655914,40,6,1.0,True
DreadPoor_Aspire_V4-8B-Model_Stock,0.6563016199957861,0.6116263440860215,40,6,1.0,True
DreadPoor_Aspire_V4_ALT-8B-Model_Stock,0.6509595776527336,0.593481182795699,40,6,1.0,True
DreadPoor_Asymmetric_Linearity-8B-Model_Stock,0.6860149780542447,0.6061977672437004,40,6,1.0,True
DreadPoor_Aurora_faustus-8B-LINEAR,0.6898626116427755,0.6422092255283649,40,6,1.0,True
DreadPoor_Aurora_faustus-8B-LORABLATED,0.647051083477019,0.5816249978286171,40,6,1.0,True
DreadPoor_Aurora_faustus-8B-LORABLATED_ALT,0.6439236500072554,0.5679100910734148,40,6,1.0,True
DreadPoor_Autumn_Dawn-8B-LINEAR,0.6663793125676872,0.5698252688172043,40,6,1.0,True
DreadPoor_BaeZel-8B-LINEAR,0.6979232639737475,0.6262096774193548,40,6,1.0,True
DreadPoor_BaeZel-8B-Model_Stock,0.6780412724109179,0.5873312835478659,40,6,1.0,True
DreadPoor_BaeZel_V2-8B-Model_Stock,0.6614256603849308,0.5632408405172413,40,6,1.0,True
DreadPoor_BaeZel_V2_ALT-8B-Model_Stock,0.6614256603849308,0.5632408405172413,40,6,1.0,True
DreadPoor_BaeZel_V3-8B-Model_Stock,0.6970848544478983,0.6113575268817204,40,6,1.0,True
DreadPoor_Blunt_Edge-8B-SLERP,0.6847851667442375,0.5775875104282536,40,6,1.0,True
DreadPoor_BulkUp,0.131615105143789,0.04712704327131864,40,6,1.0,True
DreadPoor_Cadence-8B-LINEAR,0.6677062102683724,0.5811827956989247,40,6,1.0,True
DreadPoor_Caelid-8B-Model_Stock,0.6650460821972134,0.594018817204301,40,6,1.0,True
DreadPoor_Casuar-9B-Model_Stock,0.7821892454596009,0.7334551411290322,40,6,1.0,True
DreadPoor_Condensed_Milk-8B-Model_Stock,0.6863489389453175,0.6316532258064516,40,6,1.0,True
DreadPoor_CoolerCoder-8B-LINEAR,0.4865499166020493,0.4339304956896552,40,6,1.0,True
DreadPoor_Damasteel-8B-LINEAR,0.6637580576088851,0.5653002757693735,40,6,1.0,True
DreadPoor_Dearly_Beloved-8B-TIES,0.44632583220215516,0.2720430107526882,40,6,1.0,True
DreadPoor_Decayed-8B-LINEAR,0.6789526244915595,0.5959005376344086,40,6,1.0,True
DreadPoor_Derivative-8B-Model_Stock,0.6848292668525895,0.5950940860215054,40,6,1.0,True
DreadPoor_Derivative_V2-8B-Model_Stock,0.6829152021063313,0.5711693548387097,40,6,1.0,True
DreadPoor_Derivative_V2_ALT-8B-Model_Stock,0.6856867557678669,0.5864919354838709,40,6,1.0,True
DreadPoor_Derivative_V3-8B-Model_Stock,0.6206920946321992,0.545315541573971,40,6,1.0,True
DreadPoor_Elusive_Dragon_Heart-8B-LINEAR,0.6621643938418008,0.6085349462365591,40,6,1.0,True
DreadPoor_Emu_Eggs-9B-Model_Stock,0.7688070385554868,0.719018817204301,40,6,1.0,True
DreadPoor_Eunoia_Vespera-8B-LINEAR,0.6594844497723192,0.5939516129032258,40,6,1.0,True
DreadPoor_Fu_sion_HA-8B-SLERP,0.6805991790048014,0.614247311827957,40,6,1.0,True
DreadPoor_HOT_STINKING_GARBAGE,0.49750917395240507,0.35690400836536496,40,6,1.0,True
DreadPoor_H_the_eighth-8B-LINEAR,0.6911688743734438,0.6064516129032258,40,6,1.0,True
DreadPoor_Happy_New_Year-8B-Model_Stock,0.6665720490541232,0.577486559139785,40,6,1.0,True
DreadPoor_Heart_Stolen-8B-Model_Stock,0.6800517398898165,0.620766129032258,40,6,1.0,True
DreadPoor_Heart_Stolen-ALT-8B-Model_Stock,0.6383465018113451,0.5520833333333333,40,6,1.0,True
DreadPoor_Here_We_Go_Again-8B-SLERP,0.6872872389174114,0.6124327956989247,40,6,1.0,True
DreadPoor_Howdy-8B-LINEAR,0.6695130068737747,0.5811155913978494,40,6,1.0,True
DreadPoor_Incidental-8B-Model_Stock,0.6647452205288306,0.5629032258064517,40,6,1.0,True
DreadPoor_Irina-8B-model_stock,0.5915063663589817,0.48627902530589545,40,6,1.0,True
DreadPoor_Kindling-8B-Model_Stock,0.689411518986984,0.6324868197057342,40,6,1.0,True
DreadPoor_L3.1-BaeZel-8B-Della,0.686540440410926,0.6151061943826475,40,6,1.0,True
DreadPoor_Laughing_Stock-8B-Model_Stock,0.658238117092984,0.604233870967742,40,6,1.0,True
DreadPoor_Lava_Lamp-8B-SLERP,0.6623771850382882,0.5943548387096774,40,6,1.0,True
DreadPoor_LemonP-8B-Model_Stock,0.6752819622603916,0.5891702586206896,40,6,1.0,True
DreadPoor_Lydia_of_Whiterun-8B-LINEAR,0.6847064745406477,0.5750672043010753,40,6,1.0,True
DreadPoor_Machroom-3B-model_stock,0.2990651708711753,0.16599462365591397,40,6,1.0,True
DreadPoor_Matryoshka-8B-LINEAR,0.6949475111936662,0.6288306451612903,40,6,1.0,True
DreadPoor_Mercury_In_Retrograde-8b-Model-Stock,0.6751593461861232,0.6051075268817204,40,6,1.0,True
DreadPoor_Minthy-8B-Model_Stock,0.6772013999392312,0.5744623655913978,40,6,1.0,True
DreadPoor_Minthy_ALT-8B-Model_Stock,0.6580866188415837,0.6183389530033371,40,6,1.0,True
DreadPoor_Minthy_V2-8B-Model_Stock,0.6568864935883555,0.6175085118210086,40,6,1.0,True
DreadPoor_Minus_Penus-8B-Model_Stock,0.6848363728201562,0.5929435483870968,40,6,1.0,True
DreadPoor_Morphing-8B-Model_Stock,0.6762109088602082,0.5665994623655914,40,6,1.0,True
DreadPoor_Not_Even_My_Final_Form-8B-Model_Stock,0.6684143623707877,0.5630376344086022,40,6,1.0,True
DreadPoor_Nother_One-8B-Model_Stock,0.5919565120765579,0.5072580645161291,40,6,1.0,True
DreadPoor_Noxis-8B-LINEAR,0.7023313477768108,0.616789488320356,40,6,1.0,True
DreadPoor_Nullsworn-12B-LINEAR,0.6511321625592339,0.5915836933991606,40,6,1.0,True
DreadPoor_Nwah-8B-Model_Stock,0.6747543333408957,0.5811827956989247,40,6,1.0,True
DreadPoor_ONeil-model_stock-8B,0.6548032416116858,0.5722362481546989,40,6,1.0,True
DreadPoor_Oh_Boy-8B-LINEAR,0.6694828166022291,0.5809233928902484,40,6,1.0,True
DreadPoor_OrangeJ-8B-Model_Stock,0.664443396549403,0.5616603807471264,40,6,1.0,True
DreadPoor_Promissum_Mane-8B-LINEAR,0.6770868383852429,0.6103494623655914,40,6,1.0,True
DreadPoor_Promissum_Mane-8B-LINEAR-lorablated,0.6654283230385449,0.5770161290322581,40,6,1.0,True
DreadPoor_RPMash-8B-Model_Stock,0.5636664903915557,0.4919371124081505,40,6,1.0,True
DreadPoor_RPMash_V3-8B-Model_Stock,0.5905399021466291,0.5091537903660084,40,6,1.0,True
DreadPoor_Rusted_Gold-8B-LINEAR,0.6839971206199088,0.5641578026510938,40,6,1.0,True
DreadPoor_Rusted_Platinum-8B-LINEAR,0.6602489718876295,0.5911962365591398,40,6,1.0,True
DreadPoor_Rusted_Platinum-8B-Model_Stock,0.5406050935195901,0.3853013662341272,40,6,1.0,True
DreadPoor_Sellen-8B-model_stock,0.5923968952986864,0.5177419354838709,40,6,1.0,True
DreadPoor_Something-8B-Model_Stock,0.673824290262905,0.5998290925101964,40,6,1.0,True
DreadPoor_Spring_Dusk-8B-SCE,0.6438477505577459,0.5436290539718935,40,6,1.0,True
DreadPoor_Summer_Dawn-8B-SCE,0.6504162742968388,0.5926747311827957,40,6,1.0,True
DreadPoor_Summer_Dusk-8B-TIES,0.6645330559915792,0.5795436770022248,40,6,1.0,True
DreadPoor_Summer_Rain-8B-SCE,0.6781651429735847,0.544716200815182,40,6,1.0,True
DreadPoor_Summer_Rain-8B-TIES,0.6781112636632398,0.544716200815182,40,6,1.0,True
DreadPoor_Sun-8B-Model_Stock,0.6585441682261315,0.5432123655913978,40,6,1.0,True
DreadPoor_Sweetened_Condensed_Milk-8B-Model_Stock,0.6752566353250006,0.5980223975713755,40,6,1.0,True
DreadPoor_TEST02-Ignore,0.6214318611104497,0.5391948729306721,40,6,1.0,True
DreadPoor_TEST03-ignore,0.6588856412363285,0.6006048387096774,40,6,1.0,True
DreadPoor_TEST06-ignore,0.6587945992222406,0.5820202608837948,40,6,1.0,True
DreadPoor_TEST07-ignore,0.6871239963390858,0.6191998019698786,40,6,1.0,True
DreadPoor_TEST08-ignore,0.6829383231927879,0.6094758064516129,40,6,1.0,True
DreadPoor_Trinas_Nectar-8B-model_stock,0.6109512565764824,0.503225806451613,40,6,1.0,True
DreadPoor_UNTESTED-VENN_1.2-8B-Model_Stock,0.6698818205430269,0.5816861222575433,40,6,1.0,True
DreadPoor_VENN_1.2-8B-Model_Stock,0.6619884811272008,0.5833333333333334,40,6,1.0,True
DreadPoor_WIP-Acacia-8B-Model_Stock,0.6280685755855396,0.540406875695217,40,6,1.0,True
DreadPoor_WIP_Damascus-8B-TIES,0.6648517876733437,0.5831317204301075,40,6,1.0,True
DreadPoor_Wannabe-8B-Model_Stock,0.670632583133641,0.5517216354590273,40,6,1.0,True
DreadPoor_What_A_Thrill-8B-Model_Stock,0.6426836072720062,0.5975134408602151,40,6,1.0,True
DreadPoor_Winter-8B-SCE,0.656218006685089,0.55,40,6,1.0,True
DreadPoor_Winter_Dawn-8B-TIES,0.6793727210774791,0.5839083356507231,40,6,1.0,True
DreadPoor_Winter_Dusk-8B-TIES,0.5002849651332062,0.3612231182795699,40,6,1.0,True
DreadPoor_Winter_Night-8B-Model_Stock,0.5983903998734533,0.5263766567651607,40,6,1.0,True
DreadPoor_Yafune-8B-Model_Stock,0.6916077263026501,0.6236491066462737,40,6,1.0,True
DreadPoor_Yearn_V3-8B-Model_Stock,0.6695410495587076,0.5439516129032258,40,6,1.0,True
DreadPoor_ZEUS-8B-V17-Abliterated_ALT,0.653295106956145,0.5303091397849462,40,6,1.0,True
DreadPoor_Zelus-8B-Model_Stock,0.6591395505164372,0.5605510752688172,40,6,1.0,True
DreadPoor_Zelus_V2-8B-Model_Stock,0.6670212241073818,0.5499327956989247,40,6,1.0,True
DreadPoor_felix_dies-mistral-7B-model_stock,0.4852421346988936,0.3486955992769744,40,6,1.0,True
DreadPoor_hakuchido-8B-MODEL_STOCK,0.6777389514234688,0.6199596774193549,40,6,1.0,True
DreadPoor_ichor-8B-Model_Stock,0.5823655234953364,0.4463037634408602,40,6,1.0,True
DreadPoor_ichor_1.1-8B-Model_Stock,0.6610863240108378,0.5383736559139785,40,6,1.0,True
DreadPoor_inexpertus-8B-Model_Stock,0.6599619218524532,0.5815243362138599,40,6,1.0,True
DreadPoor_inexpertus_1.1-8B-LINEAR,0.6901712364964318,0.6026881720430107,40,6,1.0,True
DreadPoor_inexpertus_1.2-8B-LINEAR,0.6705553839897873,0.562768817204301,40,6,1.0,True
DreadPoor_mergekit-nuslerp-nqzkedi,0.6706092398548124,0.542002688172043,40,6,1.0,True
DreadPoor_remember_to_breathe-8b-Model-Stock,0.638299200012931,0.5504214654228985,40,6,1.0,True
DreadPoor_test,0.6327010332048248,0.4871541295884316,40,6,1.0,True
DreadPoor_test_ALT,0.6244592214617015,0.5127016129032258,40,6,1.0,True
DreadPoor_tests_pending-do_not_use_yet,0.6752338187469189,0.5702956989247312,40,6,1.0,True
EVA-UNIT-01_EVA-Qwen2.5-14B-v0.2,0.8321230681430872,0.7721471484519837,40,6,1.0,True
EVA-UNIT-01_EVA-Qwen2.5-72B-v0.2,0.9481701137323573,0.9404528636197822,40,6,1.0,True
Edgerunners_meta-llama-3-8b-instruct-hf-ortho-baukit-34fail-3000total-bf16,0.4834921375160757,0.3171019014182425,40,6,1.0,True
EleutherAI_gpt-j-6b,0.22306533217591137,0.11014698090920144,40,6,1.0,True
EleutherAI_gpt-neo-1.3B,0.18122957264507533,0.08158602150537635,40,6,1.0,True
EleutherAI_gpt-neo-125m,0.19388710806632065,0.07650856827696423,40,6,1.0,True
EleutherAI_gpt-neo-2.7B,0.20532774512030358,0.08635752688172044,40,6,1.0,True
EleutherAI_gpt-neox-20b,0.18180377351626412,0.08803763440860216,40,6,1.0,True
EleutherAI_pythia-1.4b,0.21791718192553594,0.09670698924731183,40,6,1.0,True
EleutherAI_pythia-12b,0.20157164222400822,0.09314516129032258,40,6,1.0,True
EleutherAI_pythia-160m,0.2152842610248598,0.06612903225806452,40,6,1.0,True
EleutherAI_pythia-1b,0.18068110928315612,0.08699243924470616,40,6,1.0,True
EleutherAI_pythia-2.8b,0.21311973257135763,0.0821236559139785,40,6,1.0,True
EleutherAI_pythia-410m,0.20348087365441647,0.08434139784946237,40,6,1.0,True
EleutherAI_pythia-6.9b,0.1989066660959299,0.09911229491101224,40,6,1.0,True
Enno-Ai_EnnoAi-Pro-French-Llama-3-8B-v0.4,0.3497744935080892,0.18437716880907284,40,6,1.0,True
Enno-Ai_EnnoAi-Pro-Llama-3-8B,0.3555627515294398,0.2581822130382708,40,6,1.0,True
Enno-Ai_EnnoAi-Pro-Llama-3-8B-v0.3,0.4086761611413957,0.27412634408602155,40,6,1.0,True
Enno-Ai_EnnoAi-Pro-Llama-3.1-8B-v0.9,0.3808383231853004,0.2760752688172043,40,6,1.0,True
EnnoAi_EnnoAi-Pro-Llama-3.1-8B-v1.0,0.32235019563785644,0.20059252757693735,40,6,1.0,True
Epiculous_Azure_Dusk-v0.2,0.33950574706092096,0.192002688172043,40,6,1.0,True
Epiculous_Crimson_Dawn-v0.2,0.3883498192071023,0.29711021505376345,40,6,1.0,True
Epiculous_NovaSpark,0.5746466224063954,0.5053339068872822,40,6,1.0,True
Epiculous_Violet_Twilight-v0.2,0.4287593310734853,0.30188665354065697,40,6,1.0,True
EpistemeAI2_Athene-codegemma-2-7b-it-alpaca-v1.2,0.3814604306599192,0.2687904094827586,40,6,1.0,True
EpistemeAI2_Fireball-12B-v1.2,0.4926112086626723,0.330910070005385,40,6,1.0,True
EpistemeAI2_Fireball-Alpaca-Llama3.1-8B-Philos,0.5356678786352693,0.473252688172043,40,6,1.0,True
EpistemeAI2_Fireball-Alpaca-Llama3.1.01-8B-Philos,0.5444901130571693,0.48687430478309235,40,6,1.0,True
EpistemeAI2_Fireball-Alpaca-Llama3.1.03-8B-Philos,0.5411755324230896,0.4715725806451613,40,6,1.0,True
EpistemeAI2_Fireball-Alpaca-Llama3.1.04-8B-Philos,0.5429720480451788,0.4540322580645161,40,6,1.0,True
EpistemeAI2_Fireball-Alpaca-Llama3.1.06-8B-Philos-dpo,0.5191982115722878,0.4044354838709677,40,6,1.0,True
EpistemeAI2_Fireball-Alpaca-Llama3.1.07-8B-Philos-Math,0.5225919868464362,0.43649193548387094,40,6,1.0,True
EpistemeAI2_Fireball-Alpaca-Llama3.1.08-8B-C-R1-KTO-Reflection,0.545345374573473,0.43201850435669265,40,6,1.0,True
EpistemeAI2_Fireball-Alpaca-Llama3.1.08-8B-Philos-C-R1,0.5130247584355231,0.4588457661290323,40,6,1.0,True
EpistemeAI2_Fireball-Llama-3.1-8B-Philos-Reflection,0.5444774912388444,0.4636792616796441,40,6,1.0,True
EpistemeAI2_Fireball-MathMistral-Nemo-Base-2407-v2dpo,0.3659968446904896,0.278168885567297,40,6,1.0,True
EpistemeAI2_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-math,0.5052800477698625,0.37963709677419355,40,6,1.0,True
EpistemeAI2_Fireball-Meta-Llama-3.1-8B-Instruct-Agent-0.005-128K-code-COT,0.49674914814402166,0.3618279569892473,40,6,1.0,True
