replicate,E,A,alpha,B,beta,G,kappa,eta_N,source_G,source_kappa,source_eta_N,protocol
115,1.68979915337,0.354036234894,0.339931778671,1.24029568083,0.279904363388,0.35712529503,1.00499050194,0.160782655915,0.3571385938,1.004957999,0.1607657948,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
116,1.68980334122,0.353997188182,0.339963391333,1.24030872995,0.279892267571,0.360611279133,1.00801504351,0.159932773422,0.3606114964,1.00800877,0.1599345981,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
117,1.68993193758,0.353916606992,0.340013227657,1.24021642365,0.279910042978,0.360535928898,0.968736670677,0.155874485455,0.3605382915,0.9687522005,0.1558471751,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
118,1.68988371065,0.353934508967,0.340004318281,1.24026733267,0.279903160146,0.356389027409,0.996802236307,0.160315415682,0.3563881879,0.9968408235,0.1603064955,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
119,1.68986143464,0.353964163978,0.339986893486,1.24019352577,0.279895026512,0.34775008021,1.01313582247,0.174215625349,0.3477437394,1.013190984,0.1742172472,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
120,1.68988454346,0.3539274647,0.340010157826,1.24021696459,0.279891221349,0.35413246917,0.968396550639,0.161096352442,0.3541274274,0.9684505872,0.1610913038,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
121,1.68979804346,0.354078824579,0.339909544529,1.24019800338,0.279921238625,0.356906634294,0.968086761802,0.154863258175,0.3568977148,0.9681149224,0.1548744332,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
122,1.68977319137,0.353945434847,0.340001825117,1.2403209002,0.279843762395,0.360870420932,1.01946469986,0.156928987471,0.3608694061,1.019481817,0.1569265149,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
123,1.69000762604,0.353747735511,0.340127145493,1.24024107971,0.279861725839,0.364759166097,0.990273367097,0.190782649551,0.3647474368,0.9902320322,0.1906468839,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
124,1.68987382207,0.35391762707,0.340016624506,1.24025347853,0.279885300378,0.357472545973,0.965584998662,0.156589886656,0.3574654249,0.9656476404,0.1565897535,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
125,1.68946083682,0.354335132786,0.339440997352,1.24023745559,0.27989302919,0.358430971956,0.981649848589,0.160233632245,0.3584659904,0.9828077523,0.1597252178,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
126,1.68980144643,0.354018047987,0.339944149473,1.24027608185,0.279892452792,0.355807185811,0.984842901314,0.170613887134,0.3558150562,0.9848013668,0.1706001295,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
127,1.68986398782,0.353866688514,0.340091591082,1.24033699317,0.279862651966,0.357306578319,0.980394591819,0.160205491729,0.3573077438,0.9802986185,0.1602465897,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
128,1.68977848664,0.353991458002,0.339968241259,1.24029857409,0.279869724049,0.360695018446,0.999974185326,0.168216124485,0.3606960739,0.9999631669,0.1682179911,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
129,1.68993148133,0.353966305049,0.339983299739,1.24017274356,0.279937609342,0.353541993512,1.00973712672,0.167084428788,0.3535377229,1.009783673,0.1670811429,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
130,1.68973886427,0.353973165221,0.339980035036,1.24037796333,0.279846262322,0.365189275668,0.990746315612,0.148067203851,0.3651925493,0.9907368569,0.1480621252,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
131,1.68976903148,0.353873813207,0.340081934429,1.24043657978,0.27981886707,0.351191634555,1.02121898438,0.171924548797,0.3511984897,1.021110023,0.1719634382,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
132,1.6896004163,0.354009045978,0.339991339153,1.24044583801,0.279802534727,0.348510785376,1.01468416437,0.168641947095,0.3484832546,1.01459649,0.1687212094,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
133,1.68986548805,0.353894842403,0.340066845098,1.24036324949,0.279885073629,0.356032423857,0.940751140622,0.155502796125,0.3560289729,0.9407158883,0.1555566784,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
134,1.68982545816,0.353901046163,0.34005734686,1.24037290315,0.279859976559,0.363428844049,0.967828502814,0.188148046338,0.3634298368,0.9678226352,0.1881401166,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
135,1.68974258069,0.353935949946,0.340004280442,1.24035171577,0.279823838499,0.363467140552,1.03786521806,0.165998530288,0.3634672596,1.037904924,0.1659841671,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
136,1.68982128342,0.353994837374,0.339964933004,1.24024383847,0.279891385929,0.353314837245,0.983250571936,0.162498254735,0.3533139622,0.9832602165,0.1624973914,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
137,1.68982960851,0.353946632998,0.339996121226,1.24029120771,0.279878152448,0.365534478951,1.00180969825,0.147197900868,0.3655321261,1.001855948,0.1471931777,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
138,1.68988486242,0.353892537538,0.340066718309,1.24039165169,0.27990185517,0.356393605161,0.996959273185,0.160257524134,0.3563881881,0.9968408251,0.1603064957,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
139,1.68974734897,0.353943494632,0.340017957483,1.24044853454,0.279844632239,0.360826540361,0.986653163933,0.151260376334,0.3608247111,0.9865443092,0.1512917354,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
140,1.68980854336,0.353991919756,0.33996486476,1.24026924186,0.279882996452,0.351728549977,0.958387618937,0.16396454237,0.3517314197,0.9583770086,0.1639570317,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
141,1.68988415229,0.35391301134,0.340021337875,1.24026221907,0.279893606,0.36180492011,1.01797833694,0.170483264564,0.3618001982,1.018067943,0.170464977,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
142,1.68979153282,0.353980798837,0.339977505928,1.24031808158,0.279878317301,0.359391998209,0.998261930112,0.159484559063,0.3593901378,0.9982714035,0.1594881388,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
143,1.68988263866,0.353936038047,0.340004259927,1.24027803887,0.279906880652,0.360384389033,1.00291569707,0.157708561507,0.3603806799,1.002972781,0.1577022654,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
144,1.68995573682,0.353909976391,0.340020803349,1.24020011052,0.279924632845,0.355581874288,0.997574493712,0.168010908197,0.3555799035,0.9976367116,0.1679964797,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
145,1.68961791949,0.35409382021,0.339757074233,1.24032644082,0.279847897625,0.36898627805,0.983882131699,0.14393146325,0.3690362505,0.98452188,0.1436474869,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
146,1.68982554791,0.353886023835,0.340075607391,1.24038531712,0.279856846082,0.353838029715,0.985466389889,0.163649238669,0.35383649,0.9853178603,0.163697239,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
147,1.6897364291,0.354018174758,0.339950494569,1.2403741397,0.279868729594,0.353503221224,0.95902582035,0.157743494044,0.3535087525,0.9589873629,0.1577409307,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
148,1.68988988721,0.353941422008,0.339999183942,1.24026357676,0.279911276804,0.362543568844,0.957218796719,0.179254959092,0.3625374603,0.9572542371,0.1792327464,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
149,1.68976131135,0.353972437483,0.339982486818,1.24032773494,0.279853219796,0.364903927778,0.984141140725,0.148611032446,0.3649036358,0.9841404298,0.1486118375,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
150,1.68986476115,0.353974354032,0.339975700812,1.24023261147,0.279905549303,0.359095165138,0.952515325691,0.202487961674,0.3590943173,0.9525194527,0.2024790172,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
151,1.689789831,0.353981113528,0.339973163089,1.24035032334,0.279879385009,0.346988021728,0.993953791416,0.164492584968,0.3469926144,0.9939465549,0.1644843634,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
152,1.6897153242,0.354005739628,0.339885845014,1.24030490768,0.279850548772,0.362611596851,1.01692191216,0.15702017499,0.362615343,1.01733799,0.1569075012,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
153,1.68983866444,0.353932906918,0.340022052181,1.24033438818,0.279882741033,0.363953713042,0.992653643633,0.153437712419,0.3639511902,0.9926180666,0.1534541998,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
154,1.68988768676,0.353919678675,0.340043689562,1.24030548654,0.279901513077,0.362471707684,0.997006490895,0.154082397504,0.3624672148,0.9968839672,0.1541203137,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
155,1.68972182541,0.353959831714,0.339991723158,1.24035359232,0.279823626412,0.36196443892,0.996029701669,0.17252690693,0.3619651335,0.996027392,0.1725201171,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
156,1.68983812208,0.353893958503,0.340066851012,1.24040294357,0.279873342247,0.363738588323,1.00163801974,0.153380374969,0.3637319183,1.001548346,0.1534232418,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
157,1.68979043686,0.353936937052,0.340005870923,1.24028482096,0.279847488696,0.350456575467,0.960478730643,0.162411022224,0.3504517959,0.9605212542,0.1624102655,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
158,1.68984441872,0.35389974648,0.340030103195,1.24025744744,0.279856177993,0.354616961446,0.985272281138,0.177429480062,0.3546111426,0.9853567313,0.1774132903,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
159,1.6899439172,0.353924913261,0.340010285714,1.24014783812,0.279913846222,0.36270058879,0.966402084047,0.152106281041,0.3626971907,0.96645373,0.1520980997,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
160,1.6897190532,0.354097910716,0.339880617637,1.2403660244,0.279891432431,0.358344155574,1.00548363314,0.171242767391,0.3583647233,1.005316125,0.1712292227,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
161,1.68986674391,0.35394194595,0.340000606098,1.2402710242,0.279898477598,0.356690189121,0.996149530858,0.16664951624,0.356686384,0.9961917931,0.1666380525,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
162,1.689794676,0.353968893658,0.33998086094,1.24028599137,0.27986621571,0.357710357095,1.04086252554,0.170549894636,0.3577110526,1.040891525,0.170541922,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
163,1.6898160067,0.354023125824,0.339944630739,1.24020559689,0.279897405275,0.353700796075,1.01199792119,0.167389812979,0.3536984283,1.012012413,0.1673933685,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
164,1.68978650383,0.354050257758,0.339921537848,1.2403207634,0.279908059357,0.361540656084,0.994631602259,0.172958934399,0.361548557,0.9945481768,0.1729687951,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
165,1.68980657622,0.353994152874,0.339964465206,1.24031063076,0.279891116664,0.359056191873,0.989257270944,0.169290308696,0.3590593745,0.9892389561,0.169285769,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
166,1.68983766164,0.354027651107,0.339937416748,1.24021064778,0.279910393473,0.3507862962,0.997605005379,0.165193360972,0.350791185,0.9975801337,0.1651820119,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
167,1.68982767561,0.354011061554,0.339953748022,1.24023466258,0.279904283592,0.356809282685,0.991531607624,0.162070452066,0.3568073626,0.991543454,0.1620729233,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
168,1.68982072382,0.353845487486,0.340118470577,1.24039517741,0.279829756459,0.35825284159,0.998140306195,0.164228406583,0.3582469684,0.9980037856,0.1642949571,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
169,1.68987003985,0.354033138539,0.339934609487,1.24017797492,0.279930530224,0.359827558204,1.01804830829,0.157180646678,0.3598354261,1.018028237,0.1571688444,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
170,1.68970651905,0.354021017806,0.339950845333,1.24029884835,0.279845286515,0.359078447384,0.988025624346,0.180003590206,0.3590731437,0.9880482708,0.1800222672,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
171,1.68980938667,0.353883738008,0.340075713851,1.24034639909,0.279835285421,0.364376031604,0.981603637618,0.158786517876,0.3643739745,0.9815719605,0.1588095315,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
172,1.68981251726,0.353881273306,0.340077538856,1.24035898043,0.279838794211,0.350244397299,1.03667613222,0.170206610991,0.3502510284,1.036541764,0.1702432218,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
173,1.68996956007,0.353752706709,0.340170125682,1.24040678556,0.279868545843,0.3549282571,0.980385233773,0.162995767495,0.3549309627,0.9802787872,0.1630482023,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
174,1.68989989556,0.353936599525,0.340031180438,1.24028897705,0.279918092816,0.360854151871,1.004959922,0.157691691495,0.3608414485,1.004855447,0.1577399997,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
175,1.68996692156,0.353758336094,0.340166654712,1.24036912107,0.279861341187,0.359512022405,0.997820603245,0.176058580177,0.3595185102,0.9977836128,0.1760325376,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
176,1.68986356178,0.353969012898,0.339981814621,1.24022241735,0.279902958208,0.353373347031,1.02088745318,0.168753888045,0.3533696124,1.020933494,0.1687513689,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
177,1.68973112539,0.354025356366,0.339949177624,1.24039552533,0.279877109557,0.366051444016,0.980338330981,0.150990398408,0.3660549801,0.9802914472,0.1509948959,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
178,1.68983642039,0.353979965986,0.339972423005,1.24026014587,0.279895809568,0.353288219932,0.985348058732,0.159890196925,0.3532879546,0.9853746744,0.1598829318,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
179,1.68976495869,0.354017428018,0.339954258423,1.24034324852,0.279885333108,0.36140781544,0.96227372369,0.195810197302,0.3614111707,0.9622599563,0.1958291959,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
180,1.68973862714,0.353988651708,0.339981179565,1.24040884022,0.279856361736,0.35327862597,1.00069282029,0.164785756551,0.3532875203,1.000589157,0.1647972617,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
181,1.68990765094,0.353932862333,0.340004807946,1.24027059388,0.279919679132,0.34949387089,1.01314557611,0.173655405658,0.3494915709,1.013193639,0.1736448686,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
182,1.68971400653,0.354071852057,0.339905710502,1.24034339795,0.279874300403,0.358272814854,1.00511546348,0.163744899218,0.3582820623,1.005034518,0.1637378486,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
183,1.68981708127,0.353939506463,0.340001883217,1.24028616314,0.279865163415,0.371591538536,0.973393503473,0.136157443986,0.3715832871,0.9734412452,0.1361617915,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
184,1.6899118036,0.353934331639,0.340005376427,1.24018607671,0.279907827011,0.356648881143,1.00630831841,0.176893273537,0.356638906,1.00636298,0.1768700536,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
185,1.68980472224,0.353875034049,0.340082313352,1.24033956864,0.2798258268,0.360480697527,0.971164898149,0.202545656826,0.3604773541,0.9711969873,0.2025405725,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
186,1.68946968873,0.354250283461,0.339808088822,1.240377897,0.279860613921,0.354457331245,1.01547365383,0.162587722952,0.3544028639,1.015516714,0.1626668391,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
187,1.68981901957,0.354048258801,0.339922990968,1.24023573032,0.279914089624,0.348318926715,1.00662394392,0.166966523465,0.3483193648,1.006634392,0.1669613114,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
188,1.68981949774,0.354012280176,0.339954918816,1.2402279879,0.279898062334,0.367851084252,1.00062191627,0.17999333846,0.3678516296,1.000636074,0.1800112334,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
189,1.68974403152,0.353973138596,0.339979149062,1.2403654649,0.279846073409,0.354129499782,0.989328159108,0.159647376536,0.3541353916,0.9893133454,0.1596389632,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
190,1.68971221064,0.354058780899,0.339912099858,1.24037762869,0.279869845492,0.361992852788,0.981451603714,0.202684690196,0.3620118253,0.98129705,0.2027029315,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
191,1.68987160655,0.353951202166,0.339992473236,1.24025656167,0.279902873764,0.352523688298,0.969850461819,0.156810748481,0.3525232417,0.969885933,0.1568025133,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
192,1.68981591794,0.354007898218,0.339955581999,1.24027272985,0.279899317411,0.35493794381,0.958606393431,0.166545000544,0.3549401635,0.9585918794,0.1665422411,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
193,1.68981060756,0.354005098505,0.339955211514,1.24027418123,0.279893603667,0.356996901436,1.00173697646,0.158812599704,0.3570008271,1.001745867,0.158804797,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
194,1.68979343603,0.353891724767,0.340066786558,1.24040371542,0.279840053711,0.352664487791,1.02536721438,0.167750167222,0.3526651734,1.02524796,0.1677850452,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
195,1.68977965421,0.353982966293,0.3399755847,1.24028804065,0.279864950884,0.360167240174,0.981242870293,0.204215233557,0.3601665032,0.9812490538,0.2042186073,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
196,1.68981627976,0.353977750866,0.339977050173,1.24024915507,0.279879936656,0.353716348842,0.972917518724,0.160195276562,0.3537140628,0.9729386654,0.1601944465,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
197,1.6897584619,0.353974782729,0.339983281102,1.24028669811,0.279847276333,0.356285543738,0.995434578552,0.162491077044,0.3562816994,0.9954475352,0.1624979758,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
198,1.6897494453,0.354036842546,0.339933983008,1.24037549118,0.279886400296,0.363058386236,0.970676009206,0.178846355944,0.3630680018,0.9705755821,0.178859611,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
199,1.68981891475,0.353982052075,0.339976817183,1.24027838757,0.27989004973,0.35405145883,0.995920496625,0.159311301093,0.3540480906,0.9959246579,0.159315866,B1 N-cluster bootstrap + B6 N-cluster bootstrap; Q refit conditional on B1 draw
