model,row_id,held_N_B,observed,predicted
effective_tokens,271,4,2.1975,2.16207250759
effective_tokens,272,4,2.2637,2.32363424225
effective_tokens,273,4,2.2681,2.24615131024
effective_tokens,274,4,2.403,2.20775508446
effective_tokens,275,4,2.3312,2.18320891995
effective_tokens,276,4,2.2966,2.15201817682
effective_tokens,277,4,2.16,2.13207837554
effective_tokens,278,4,2.1978,2.12439806959
effective_tokens,279,4,2.1107,2.11775390951
effective_tokens,280,6.9,2.7585,3.1856010878
effective_tokens,281,6.9,2.6605,2.93601353141
effective_tokens,282,6.9,2.72,2.81264267342
effective_tokens,283,6.9,2.6823,2.73389749107
effective_tokens,284,6.9,2.5269,2.63399175188
effective_tokens,285,6.9,2.5341,2.57022389148
effective_tokens,286,6.9,2.5395,2.54568479543
effective_tokens,287,6.9,2.4679,2.52446695465
effective_tokens,288,6.9,2.5548,2.70970932974
effective_tokens,289,6.9,2.4799,2.55063631483
effective_tokens,290,6.9,2.4833,2.47200669636
effective_tokens,291,6.9,2.4979,2.42181896366
effective_tokens,292,6.9,2.4093,2.35814468691
effective_tokens,293,6.9,2.2784,2.31750265348
effective_tokens,294,6.9,2.347,2.30186281932
effective_tokens,295,6.9,2.2632,2.28833976572
effective_tokens,296,6.9,2.3272,2.48832783849
effective_tokens,297,6.9,2.3658,2.37136155023
effective_tokens,298,6.9,2.3708,2.313545241
effective_tokens,299,6.9,2.3438,2.27664223257
effective_tokens,300,6.9,2.2064,2.22982257674
effective_tokens,301,6.9,2.2296,2.19993851501
effective_tokens,302,6.9,2.2482,2.18843855475
effective_tokens,303,6.9,2.1506,2.1784950619
effective_tokens,304,6.9,2.3408,2.37988524082
effective_tokens,305,6.9,2.3195,2.28354471848
effective_tokens,306,6.9,2.3002,2.23592370294
effective_tokens,307,6.9,2.3167,2.20552814914
effective_tokens,308,6.9,2.2275,2.16696464366
effective_tokens,309,6.9,2.1189,2.14235031966
effective_tokens,310,6.9,2.1052,2.13287825556
effective_tokens,311,6.9,2.1363,2.12468819235
effective_tokens,312,6.9,2.2081,2.29056534653
effective_tokens,313,6.9,2.2684,2.21121345478
effective_tokens,314,6.9,2.2487,2.17198990088
effective_tokens,315,6.9,2.2425,2.14695428101
effective_tokens,316,6.9,2.1582,2.11519104122
effective_tokens,317,6.9,2.1315,2.09491719252
effective_tokens,318,6.9,2.0744,2.08711542659
effective_tokens,319,6.9,2.0492,2.08036959427
effective_tokens,320,11.97,2.77,3.15077131864
effective_tokens,321,11.97,2.6684,2.90269229452
effective_tokens,322,11.97,2.6888,2.77998831213
effective_tokens,323,11.97,2.7027,2.7016373059
effective_tokens,324,11.97,2.6784,2.60219218808
effective_tokens,325,11.97,2.6185,2.53869282241
effective_tokens,326,11.97,2.4891,2.51425128879
effective_tokens,327,11.97,2.4184,2.49311508628
effective_tokens,328,11.97,2.4506,2.6761408438
effective_tokens,329,11.97,2.4199,2.51802928217
effective_tokens,330,11.97,2.4152,2.43982469256
effective_tokens,331,11.97,2.3833,2.38988818545
effective_tokens,332,11.97,2.3437,2.32650748275
effective_tokens,333,11.97,2.2204,2.28603657271
effective_tokens,334,11.97,2.296,2.27045891933
effective_tokens,335,11.97,2.3439,2.25698789735
effective_tokens,336,11.97,2.4214,2.4553460926
effective_tokens,337,11.97,2.3485,2.33908676034
effective_tokens,338,11.97,2.3316,2.28158297457
effective_tokens,339,11.97,2.2453,2.24486469216
effective_tokens,340,11.97,2.2154,2.19826090115
effective_tokens,341,11.97,2.2885,2.16850266634
effective_tokens,342,11.97,2.1844,2.15704842756
effective_tokens,343,11.97,2.2045,2.14714319354
effective_tokens,344,11.97,2.2899,2.34719090658
effective_tokens,345,11.97,2.2886,2.25143267603
effective_tokens,346,11.97,2.2767,2.20406907374
effective_tokens,347,11.97,2.2501,2.17382567148
effective_tokens,348,11.97,2.1351,2.13543996535
effective_tokens,349,11.97,2.1274,2.11092928002
effective_tokens,350,11.97,2.2077,2.10149487491
effective_tokens,351,11.97,2.0939,2.09333632398
effective_tokens,352,11.97,2.288,2.25810774192
effective_tokens,353,11.97,2.2118,2.17923546097
effective_tokens,354,11.97,2.1456,2.14022392823
effective_tokens,355,11.97,2.141,2.11531362959
effective_tokens,356,11.97,2.0709,2.08369683611
effective_tokens,357,11.97,2.0161,2.0635083505
effective_tokens,358,11.97,2.0573,2.0557376028
effective_tokens,359,11.97,2.0191,2.04901772591
Q_by_N,0,0.07,3.7216,3.72631922775
Q_by_N,1,0.07,3.6004,3.66984752149
Q_by_N,2,0.07,3.6507,3.61333238081
Q_by_N,3,0.07,3.5704,3.55676751968
Q_by_N,4,0.07,3.5458,3.44345153972
Q_by_N,5,0.07,3.353,3.32977118602
Q_by_N,6,0.07,3.2211,3.27268880003
Q_by_N,7,0.07,3.1125,3.21511784965
Q_by_N,8,0.07,3.5105,3.49019203882
Q_by_N,9,0.07,3.4001,3.43372033256
Q_by_N,10,0.07,3.3596,3.37720519188
Q_by_N,11,0.07,3.2727,3.32064033075
Q_by_N,12,0.07,3.0798,3.20732435079
Q_by_N,13,0.07,3.1431,3.09364399709
Q_by_N,14,0.07,3.0628,3.0365616111
Q_by_N,15,0.07,2.9922,2.97899066072
Q_by_N,16,0.07,3.384,3.380347335
Q_by_N,17,0.07,3.2214,3.32387562874
Q_by_N,18,0.07,3.3529,3.26736048807
Q_by_N,19,0.07,3.1687,3.21079562693
Q_by_N,20,0.07,3.1017,3.09747964697
Q_by_N,21,0.07,3.0179,2.98379929327
Q_by_N,22,0.07,2.7658,2.92671690728
Q_by_N,23,0.07,2.9653,2.86914595691
Q_by_N,24,0.07,3.2863,3.32654046545
Q_by_N,25,0.07,3.1355,3.27006875919
Q_by_N,26,0.07,3.1588,3.21355361851
Q_by_N,27,0.07,3.2809,3.15698875738
Q_by_N,28,0.07,3.0098,3.04367277742
Q_by_N,29,0.07,2.8391,2.92999242372
Q_by_N,30,0.07,2.858,2.87291003773
Q_by_N,31,0.07,2.837,2.81533908735
Q_by_N,32,0.07,3.1971,3.28222186737
Q_by_N,33,0.07,3.1469,3.22575016111
Q_by_N,34,0.07,3.1946,3.16923502043
Q_by_N,35,0.07,3.1242,3.1126701593
Q_by_N,36,0.07,2.9753,2.99935417934
Q_by_N,37,0.07,2.8695,2.88567382564
Q_by_N,38,0.07,2.8303,2.82859143965
Q_by_N,39,0.07,2.747,2.77102048927
Q_by_N,40,0.16,3.4765,3.43289114997
Q_by_N,41,0.16,3.4324,3.38581278574
Q_by_N,42,0.16,3.46,3.33861467179
Q_by_N,43,0.16,3.2484,3.29127921601
Q_by_N,44,0.16,3.269,3.19609216382
Q_by_N,45,0.16,3.2072,3.09988968265
Q_by_N,46,0.16,3.0024,3.05110786184
Q_by_N,47,0.16,3.0121,3.00092580989
Q_by_N,48,0.16,3.2175,3.19676396104
Q_by_N,49,0.16,3.1458,3.1496855968
Q_by_N,50,0.16,3.0796,3.10248748286
Q_by_N,51,0.16,3.002,3.05515202708
Q_by_N,52,0.16,2.8375,2.95996497488
Q_by_N,53,0.16,2.894,2.86376249372
Q_by_N,54,0.16,2.6326,2.81498067291
Q_by_N,55,0.16,2.793,2.76479862096
Q_by_N,56,0.16,3.1249,3.08691925722
Q_by_N,57,0.16,2.9746,3.03984089299
Q_by_N,58,0.16,3.0125,2.99264277905
Q_by_N,59,0.16,2.9738,2.94530732326
Q_by_N,60,0.16,2.8802,2.85012027107
Q_by_N,61,0.16,2.725,2.7539177899
Q_by_N,62,0.16,2.7204,2.70513596909
Q_by_N,63,0.16,2.6657,2.65495391714
Q_by_N,64,0.16,2.9719,3.03311238767
Q_by_N,65,0.16,2.9407,2.98603402344
Q_by_N,66,0.16,2.956,2.93883590949
Q_by_N,67,0.16,2.8482,2.89150045371
Q_by_N,68,0.16,2.8081,2.79631340152
Q_by_N,69,0.16,2.6978,2.70011092035
Q_by_N,70,0.16,2.6348,2.65132909954
Q_by_N,71,0.16,2.6071,2.60114704759
Q_by_N,72,0.16,2.98,2.98879378959
Q_by_N,73,0.16,2.9212,2.94171542536
Q_by_N,74,0.16,2.8818,2.89451731141
Q_by_N,75,0.16,2.8627,2.84718185563
Q_by_N,76,0.16,2.7288,2.75199480344
Q_by_N,77,0.16,2.658,2.65579232227
Q_by_N,78,0.16,2.5923,2.60701050146
Q_by_N,79,0.16,2.5781,2.55682844951
Q_by_N,80,0.41,3.228,3.18874459831
Q_by_N,81,0.41,3.2291,3.1482801621
Q_by_N,82,0.41,3.2054,3.10775226591
Q_by_N,83,0.41,3.0181,3.06715166314
Q_by_N,84,0.41,3.0836,2.98567769976
Q_by_N,85,0.41,2.9795,2.90366878657
Q_by_N,86,0.41,2.8227,2.86230740896
Q_by_N,87,0.41,2.9558,2.82021965303
Q_by_N,88,0.41,2.976,2.95261740938
Q_by_N,89,0.41,2.9489,2.91215297316
Q_by_N,90,0.41,2.9676,2.87162507698
Q_by_N,91,0.41,2.8049,2.83102447421
Q_by_N,92,0.41,2.6958,2.74955051083
Q_by_N,93,0.41,2.6518,2.66754159763
Q_by_N,94,0.41,2.6355,2.62618022003
Q_by_N,95,0.41,2.6047,2.5840924641
Q_by_N,96,0.41,2.8727,2.84277270557
Q_by_N,97,0.41,2.8815,2.80230826935
Q_by_N,98,0.41,2.7186,2.76178037316
Q_by_N,99,0.41,2.6566,2.7211797704
Q_by_N,100,0.41,2.6516,2.63970580702
Q_by_N,101,0.41,2.5539,2.55769689382
Q_by_N,102,0.41,2.5112,2.51633551622
Q_by_N,103,0.41,2.4068,2.47424776029
Q_by_N,104,0.41,2.8085,2.78896583602
Q_by_N,105,0.41,2.7682,2.7485013998
Q_by_N,106,0.41,2.6832,2.70797350361
Q_by_N,107,0.41,2.7891,2.66737290084
Q_by_N,108,0.41,2.5211,2.58589893746
Q_by_N,109,0.41,2.549,2.50389002427
Q_by_N,110,0.41,2.432,2.46252864666
Q_by_N,111,0.41,2.3791,2.42044089074
Q_by_N,112,0.41,2.6695,2.74464723794
Q_by_N,113,0.41,2.7354,2.70418280172
Q_by_N,114,0.41,2.6187,2.66365490553
Q_by_N,115,0.41,2.5858,2.62305430277
Q_by_N,116,0.41,2.5121,2.54158033938
Q_by_N,117,0.41,2.4741,2.45957142619
Q_by_N,118,0.41,2.471,2.41821004859
Q_by_N,119,0.41,2.3932,2.37612229266
Q_by_N,120,0.7,3.1919,3.07979214584
Q_by_N,121,0.7,3.1552,3.04185453837
Q_by_N,122,0.7,3.0155,3.00394910763
Q_by_N,123,0.7,3.0148,2.96608044643
Q_by_N,124,0.7,2.9615,2.8904804657
Q_by_N,125,0.7,2.8692,2.81514778711
Q_by_N,126,0.7,2.7928,2.77765779714
Q_by_N,127,0.7,2.8304,2.74051721866
Q_by_N,128,0.7,2.8444,2.84366495691
Q_by_N,129,0.7,2.8069,2.80572734944
Q_by_N,130,0.7,2.7973,2.7678219187
Q_by_N,131,0.7,2.7324,2.72995325749
Q_by_N,132,0.7,2.6134,2.65435327677
Q_by_N,133,0.7,2.6409,2.57902059817
Q_by_N,134,0.7,2.5496,2.54153060821
Q_by_N,135,0.7,2.5581,2.50439002973
Q_by_N,136,0.7,2.7893,2.7338202531
Q_by_N,137,0.7,2.6375,2.69588264562
Q_by_N,138,0.7,2.6856,2.65797721489
Q_by_N,139,0.7,2.5991,2.62010855368
Q_by_N,140,0.7,2.5608,2.54450857296
Q_by_N,141,0.7,2.5043,2.46917589436
Q_by_N,142,0.7,2.4035,2.4316859044
Q_by_N,143,0.7,2.3542,2.39454532592
Q_by_N,144,0.7,2.6722,2.68001338354
Q_by_N,145,0.7,2.6214,2.64207577607
Q_by_N,146,0.7,2.5759,2.60417034533
Q_by_N,147,0.7,2.5792,2.56630168413
Q_by_N,148,0.7,2.4842,2.4907017034
Q_by_N,149,0.7,2.4416,2.41536902481
Q_by_N,150,0.7,2.4128,2.37787903485
Q_by_N,151,0.7,2.3149,2.34073845636
Q_by_N,152,0.7,2.5974,2.63569478546
Q_by_N,153,0.7,2.5998,2.59775717799
Q_by_N,154,0.7,2.5611,2.55985174725
Q_by_N,155,0.7,2.5225,2.52198308605
Q_by_N,156,0.7,2.51,2.44638310532
Q_by_N,157,0.7,2.4421,2.37105042673
Q_by_N,158,0.7,2.2624,2.33356043677
Q_by_N,159,0.7,2.3039,2.29641985828
Q_by_N,160,1,3.0483,3.01627626694
Q_by_N,161,1,2.968,2.98106589944
Q_by_N,162,1,2.8948,2.94578994372
Q_by_N,163,1,2.8223,2.91043881932
Q_by_N,164,1,2.8442,2.83945442672
Q_by_N,165,1,2.7546,2.76791615804
Q_by_N,166,1,2.7505,2.73177696827
Q_by_N,167,1,2.6827,2.69488219369
Q_by_N,168,1,2.8264,2.780149078
Q_by_N,169,1,2.8076,2.7449387105
Q_by_N,170,1,2.6823,2.70966275479
Q_by_N,171,1,2.6528,2.67431163039
Q_by_N,172,1,2.6707,2.60332723779
Q_by_N,173,1,2.4922,2.53178896911
Q_by_N,174,1,2.5805,2.49564977934
Q_by_N,175,1,2.5615,2.45875500476
Q_by_N,176,1,2.6482,2.67030437419
Q_by_N,177,1,2.6343,2.63509400669
Q_by_N,178,1,2.6133,2.59981805097
Q_by_N,179,1,2.5016,2.56446692657
Q_by_N,180,1,2.5859,2.49348253397
Q_by_N,181,1,2.3211,2.42194426529
Q_by_N,182,1,2.3833,2.38580507553
Q_by_N,183,1,2.334,2.34891030094
Q_by_N,184,1,2.6943,2.61649750464
Q_by_N,185,1,2.5728,2.58128713714
Q_by_N,186,1,2.4688,2.54601118142
Q_by_N,187,1,2.5249,2.51066005702
Q_by_N,188,1,2.4469,2.43967566442
Q_by_N,189,1,2.4239,2.36813739574
Q_by_N,190,1,2.2509,2.33199820598
Q_by_N,191,1,2.342,2.29510343139
Q_by_N,192,1,2.6008,2.57217890656
Q_by_N,193,1,2.4894,2.53696853906
Q_by_N,194,1,2.4439,2.50169258334
Q_by_N,195,1,2.4229,2.46634145894
Q_by_N,196,1,2.4336,2.39535706634
Q_by_N,197,1,2.3549,2.32381879766
Q_by_N,198,1,2.2636,2.2876796079
Q_by_N,199,1,2.2915,2.25078483331
Q_by_N,200,2.8,2.9592,2.86314321978
Q_by_N,201,2.8,2.8431,2.83299591635
Q_by_N,202,2.8,2.8867,2.80282683683
Q_by_N,203,2.8,2.771,2.77263283094
Q_by_N,204,2.8,2.7064,2.71215145038
Q_by_N,205,2.8,2.651,2.65148744077
Q_by_N,206,2.8,2.6397,2.62103406391
Q_by_N,207,2.8,2.484,2.5903359925
Q_by_N,208,2.8,2.5785,2.62701603085
Q_by_N,209,2.8,2.4874,2.59686872742
Q_by_N,210,2.8,2.5971,2.5666996479
Q_by_N,211,2.8,2.5963,2.53650564201
Q_by_N,212,2.8,2.5446,2.47602426145
Q_by_N,213,2.8,2.3227,2.41536025183
Q_by_N,214,2.8,2.3871,2.38490687498
Q_by_N,215,2.8,2.2984,2.35420880357
Q_by_N,216,2.8,2.4446,2.51717132704
Q_by_N,217,2.8,2.4506,2.4870240236
Q_by_N,218,2.8,2.3889,2.45685494409
Q_by_N,219,2.8,2.5101,2.42666093819
Q_by_N,220,2.8,2.2938,2.36617955764
Q_by_N,221,2.8,2.2577,2.30551554802
Q_by_N,222,2.8,2.2652,2.27506217116
Q_by_N,223,2.8,2.2464,2.24436409976
Q_by_N,224,2.8,2.446,2.46336445748
Q_by_N,225,2.8,2.3643,2.43321715405
Q_by_N,226,2.8,2.3988,2.40304807454
Q_by_N,227,2.8,2.3719,2.37285406864
Q_by_N,228,2.8,2.3342,2.31237268808
Q_by_N,229,2.8,2.2389,2.25170867847
Q_by_N,230,2.8,2.2601,2.22125530161
Q_by_N,231,2.8,2.1271,2.1905572302
Q_by_N,232,2.8,2.4515,2.4190458594
Q_by_N,233,2.8,2.4042,2.38889855597
Q_by_N,234,2.8,2.3538,2.35872947646
Q_by_N,235,2.8,2.3322,2.32853547056
Q_by_N,236,2.8,2.2986,2.26805409001
Q_by_N,237,2.8,2.2378,2.20739008039
Q_by_N,238,2.8,2.1287,2.17693670353
Q_by_N,239,2.8,2.1935,2.14623863212
Q_by_N,240,4,2.855,2.81759149363
Q_by_N,241,4,2.872,2.78906848627
Q_by_N,242,4,2.8016,2.76055982115
Q_by_N,243,4,2.6993,2.73206755152
Q_by_N,244,4,2.631,2.67514429086
Q_by_N,245,4,2.6463,2.6183404251
Q_by_N,246,4,2.6487,2.59001738841
Q_by_N,247,4,2.4852,2.56185126989
Q_by_N,248,4,2.5657,2.5814643047
Q_by_N,249,4,2.6024,2.55294129734
Q_by_N,250,4,2.5078,2.52443263222
Q_by_N,251,4,2.5793,2.49594036259
Q_by_N,252,4,2.4706,2.43901710193
Q_by_N,253,4,2.4391,2.38221323617
Q_by_N,254,4,2.3223,2.35389019948
Q_by_N,255,4,2.4105,2.32572408096
Q_by_N,256,4,2.494,2.47161960088
Q_by_N,257,4,2.4505,2.44309659352
Q_by_N,258,4,2.4411,2.4145879284
Q_by_N,259,4,2.3929,2.38609565877
Q_by_N,260,4,2.3873,2.32917239812
Q_by_N,261,4,2.2679,2.27236853235
Q_by_N,262,4,2.2339,2.24404549566
Q_by_N,263,4,2.2102,2.21587937714
Q_by_N,264,4,2.4125,2.41781273133
Q_by_N,265,4,2.3793,2.38928972397
Q_by_N,266,4,2.2697,2.36078105885
Q_by_N,267,4,2.3711,2.33228878922
Q_by_N,268,4,2.2294,2.27536552857
Q_by_N,269,4,2.1962,2.2185616628
Q_by_N,270,4,2.1753,2.19023862611
Q_by_N,271,4,2.1975,2.16207250759
Q_by_N,272,4,2.2637,2.37349413325
Q_by_N,273,4,2.2681,2.34497112589
Q_by_N,274,4,2.403,2.31646246077
Q_by_N,275,4,2.3312,2.28797019114
Q_by_N,276,4,2.2966,2.23104693049
Q_by_N,277,4,2.16,2.17424306472
Q_by_N,278,4,2.1978,2.14592002803
Q_by_N,279,4,2.1107,2.11775390951
Q_by_N,280,6.9,2.7585,2.76516317636
Q_by_N,281,6.9,2.6605,2.73878972373
Q_by_N,282,6.9,2.72,2.71236766181
Q_by_N,283,6.9,2.6823,2.68588989143
Q_by_N,284,6.9,2.5269,2.63272525773
Q_by_N,285,6.9,2.5341,2.57915017956
Q_by_N,286,6.9,2.5395,2.55208843958
Q_by_N,287,6.9,2.4679,2.52446695465
Q_by_N,288,6.9,2.5548,2.52903598743
Q_by_N,289,6.9,2.4799,2.5026625348
Q_by_N,290,6.9,2.4833,2.47624047288
Q_by_N,291,6.9,2.4979,2.4497627025
Q_by_N,292,6.9,2.4093,2.3965980688
Q_by_N,293,6.9,2.2784,2.34302299063
Q_by_N,294,6.9,2.347,2.31596125065
Q_by_N,295,6.9,2.2632,2.28833976572
Q_by_N,296,6.9,2.3272,2.41919128361
Q_by_N,297,6.9,2.3658,2.39281783098
Q_by_N,298,6.9,2.3708,2.36639576907
Q_by_N,299,6.9,2.3438,2.33991799869
Q_by_N,300,6.9,2.2064,2.28675336498
Q_by_N,301,6.9,2.2296,2.23317828681
Q_by_N,302,6.9,2.2482,2.20611654683
Q_by_N,303,6.9,2.1506,2.1784950619
Q_by_N,304,6.9,2.3408,2.36538441406
Q_by_N,305,6.9,2.3195,2.33901096143
Q_by_N,306,6.9,2.3002,2.31258889951
Q_by_N,307,6.9,2.3167,2.28611112913
Q_by_N,308,6.9,2.2275,2.23294649543
Q_by_N,309,6.9,2.1189,2.17937141726
Q_by_N,310,6.9,2.1052,2.15230967728
Q_by_N,311,6.9,2.1363,2.12468819235
Q_by_N,312,6.9,2.2081,2.32106581598
Q_by_N,313,6.9,2.2684,2.29469236335
Q_by_N,314,6.9,2.2487,2.26827030143
Q_by_N,315,6.9,2.2425,2.24179253105
Q_by_N,316,6.9,2.1582,2.18862789735
Q_by_N,317,6.9,2.1315,2.13505281918
Q_by_N,318,6.9,2.0744,2.1079910792
Q_by_N,319,6.9,2.0492,2.08036959427
Q_by_N,320,11.97,2.77,2.70812129102
Q_by_N,321,11.97,2.6684,2.68452427052
Q_by_N,322,11.97,2.6888,2.66088881182
Q_by_N,323,11.97,2.7027,2.63720931132
Q_by_N,324,11.97,2.6784,2.58968506999
Q_by_N,325,11.97,2.6185,2.5418366865
Q_by_N,326,11.97,2.4891,2.51769616455
Q_by_N,327,11.97,2.4184,2.49311508628
Q_by_N,328,11.97,2.4506,2.47199410209
Q_by_N,329,11.97,2.4199,2.44839708159
Q_by_N,330,11.97,2.4152,2.42476162289
Q_by_N,331,11.97,2.3833,2.40108212239
Q_by_N,332,11.97,2.3437,2.35355788106
Q_by_N,333,11.97,2.2204,2.30570949757
Q_by_N,334,11.97,2.296,2.28156897562
Q_by_N,335,11.97,2.3439,2.25698789735
Q_by_N,336,11.97,2.4214,2.36214939828
Q_by_N,337,11.97,2.3485,2.33855237777
Q_by_N,338,11.97,2.3316,2.31491691908
Q_by_N,339,11.97,2.2453,2.29123741857
Q_by_N,340,11.97,2.2154,2.24371317724
Q_by_N,341,11.97,2.2885,2.19586479376
Q_by_N,342,11.97,2.1844,2.17172427181
Q_by_N,343,11.97,2.2045,2.14714319354
Q_by_N,344,11.97,2.2899,2.30834252873
Q_by_N,345,11.97,2.2886,2.28474550822
Q_by_N,346,11.97,2.2767,2.26111004952
Q_by_N,347,11.97,2.2501,2.23743054902
Q_by_N,348,11.97,2.1351,2.18990630769
Q_by_N,349,11.97,2.1274,2.14205792421
Q_by_N,350,11.97,2.2077,2.11791740226
Q_by_N,351,11.97,2.0939,2.09333632398
Q_by_N,352,11.97,2.288,2.26402393065
Q_by_N,353,11.97,2.2118,2.24042691014
Q_by_N,354,11.97,2.1456,2.21679145144
Q_by_N,355,11.97,2.141,2.19311195094
Q_by_N,356,11.97,2.0709,2.14558770961
Q_by_N,357,11.97,2.0161,2.09773932613
Q_by_N,358,11.97,2.0573,2.07359880418
Q_by_N,359,11.97,2.0191,2.04901772591
Q_by_D,0,0.07,3.7216,3.55526339573
Q_by_D,1,0.07,3.6004,3.51769182225
Q_by_D,2,0.07,3.6507,3.48009084433
Q_by_D,3,0.07,3.5704,3.44245620593
Q_by_D,4,0.07,3.5458,3.36706083062
Q_by_D,5,0.07,3.353,3.2914187597
Q_by_D,6,0.07,3.2211,3.25343372866
Q_by_D,7,0.07,3.1125,3.21511784965
Q_by_D,8,0.07,3.5105,3.29569534705
Q_by_D,9,0.07,3.4001,3.26071298867
Q_by_D,10,0.07,3.3596,3.22570325223
Q_by_D,11,0.07,3.2727,3.190662175
Q_by_D,12,0.07,3.0798,3.12046261202
Q_by_D,13,0.07,3.1431,3.05003335425
Q_by_D,14,0.07,3.0628,3.0146660314
Q_by_D,15,0.07,2.9922,2.97899066072
Q_by_D,16,0.07,3.384,3.17078438411
Q_by_D,17,0.07,3.2214,3.13746620469
Q_by_D,18,0.07,3.3529,3.10412194965
Q_by_D,19,0.07,3.1687,3.07074784475
Q_by_D,20,0.07,3.1017,3.00388781178
Q_by_D,21,0.07,3.0179,2.93680901105
Q_by_D,22,0.07,2.7658,2.90312418068
Q_by_D,23,0.07,2.9653,2.86914595691
Q_by_D,24,0.07,3.2863,3.10784271652
Q_by_D,25,0.07,3.1355,3.07553354263
Q_by_D,26,0.07,3.1588,3.04319908278
Q_by_D,27,0.07,3.2809,3.01083567706
Q_by_D,28,0.07,3.0098,2.94600042887
Q_by_D,29,0.07,2.8391,2.88095303808
Q_by_D,30,0.07,2.858,2.84828831686
Q_by_D,31,0.07,2.837,2.81533908735
Q_by_D,32,0.07,3.1971,3.05466595802
Q_by_D,33,0.07,3.1469,3.023335233
Q_by_D,34,0.07,3.1946,2.99197998778
Q_by_D,35,0.07,3.1242,2.96059667328
Q_by_D,36,0.07,2.9753,2.89772489143
Q_by_D,37,0.07,2.8695,2.83464739148
Q_by_D,38,0.07,2.8303,2.80297188651
Q_by_D,39,0.07,2.747,2.77102048927
Q_by_D,40,0.16,3.4765,3.34474422628
Q_by_D,41,0.16,3.4324,3.30717825894
Q_by_D,42,0.16,3.46,3.26952908995
Q_by_D,43,0.16,3.2484,3.23178453005
Q_by_D,44,0.16,3.269,3.15593713602
Q_by_D,45,0.16,3.2072,3.07938562728
Q_by_D,46,0.16,3.0024,3.04063866893
Q_by_D,47,0.16,3.0121,3.00092580989
Q_by_D,48,0.16,3.2175,3.08664302982
Q_by_D,49,0.16,3.1458,3.05147796601
Q_by_D,50,0.16,3.0796,3.01623501811
Q_by_D,51,0.16,3.002,2.98090277588
Q_by_D,52,0.16,2.8375,2.9099029151
Q_by_D,53,0.16,2.894,2.83824394077
Q_by_D,54,0.16,2.6326,2.80197336505
Q_by_D,55,0.16,2.793,2.76479862096
Q_by_D,56,0.16,3.1249,2.96261081848
Q_by_D,57,0.16,2.9746,2.92899589688
Q_by_D,58,0.16,3.0125,2.89530652449
Q_by_D,59,0.16,2.9738,2.86153179402
Q_by_D,60,0.16,2.8802,2.79366174079
Q_by_D,61,0.16,2.725,2.72516162897
Q_by_D,62,0.16,2.7204,2.69048992852
Q_by_D,63,0.16,2.6657,2.65495391714
Q_by_D,64,0.16,2.9719,2.90017617536
Q_by_D,65,0.16,2.9407,2.86750393352
Q_by_D,66,0.16,2.956,2.83475932874
Q_by_D,67,0.16,2.8482,2.80193175962
Q_by_D,68,0.16,2.8081,2.73596501963
Q_by_D,69,0.16,2.6978,2.66938589007
Q_by_D,70,0.16,2.6348,2.63568650515
Q_by_D,71,0.16,2.6071,2.60114704759
Q_by_D,72,0.16,2.98,2.84747175661
Q_by_D,73,0.16,2.9212,2.81571575849
Q_by_D,74,0.16,2.8818,2.78388942674
Q_by_D,75,0.16,2.8627,2.75198245726
Q_by_D,76,0.16,2.7288,2.68786565495
Q_by_D,77,0.16,2.658,2.62315363663
Q_by_D,78,0.16,2.5923,2.5903993001
Q_by_D,79,0.16,2.5781,2.55682844951
Q_by_D,80,0.41,3.228,3.16924688762
Q_by_D,81,0.41,3.2291,3.13090699066
Q_by_D,82,0.41,3.2054,3.09250911325
Q_by_D,83,0.41,3.0181,3.05404481119
Q_by_D,84,0.41,3.0836,2.97686704088
Q_by_D,85,0.41,2.9795,2.89920067719
Q_by_D,86,0.41,2.8227,2.86004158855
Q_by_D,87,0.41,2.9558,2.82021965303
Q_by_D,88,0.41,2.976,2.91160290978
Q_by_D,89,0.41,2.9489,2.87562658617
Q_by_D,90,0.41,2.9676,2.83959585648
Q_by_D,91,0.41,2.8049,2.80350279708
Q_by_D,92,0.41,2.6958,2.73108287266
Q_by_D,93,0.41,2.6518,2.6582044756
Q_by_D,94,0.41,2.6355,2.62145946174
Q_by_D,95,0.41,2.6047,2.5840924641
Q_by_D,96,0.41,2.8727,2.78783754507
Q_by_D,97,0.41,2.8815,2.75339037635
Q_by_D,98,0.41,2.7186,2.71889111406
Q_by_D,99,0.41,2.6566,2.68433217135
Q_by_D,100,0.41,2.6516,2.61499041809
Q_by_D,101,0.41,2.5539,2.54520967934
Q_by_D,102,0.41,2.5112,2.51002649315
Q_by_D,103,0.41,2.4068,2.47424776029
Q_by_D,104,0.41,2.8085,2.72555375721
Q_by_D,105,0.41,2.7682,2.69203775988
Q_by_D,106,0.41,2.6832,2.65847107717
Q_by_D,107,0.41,2.7891,2.6248463273
Q_by_D,108,0.41,2.5211,2.5573790113
Q_by_D,109,0.41,2.549,2.48948457642
Q_by_D,110,0.41,2.432,2.45525245754
Q_by_D,111,0.41,2.3791,2.42044089074
Q_by_D,112,0.41,2.6695,2.67298738778
Q_by_D,113,0.41,2.7354,2.64037739053
Q_by_D,114,0.41,2.6187,2.60771807802
Q_by_D,115,0.41,2.5858,2.57500226802
Q_by_D,116,0.41,2.5121,2.50935871975
Q_by_D,117,0.41,2.4741,2.4432995984
Q_by_D,118,0.41,2.471,2.40999283771
Q_by_D,119,0.41,2.3932,2.37612229266
